"id","accreditation_body","score","max_score","has_score"
"24718","NAAC","3.37999999999999989","4","true"
"29801","NAAC","3.04999999999999982","4","true"
"26838","NAAC","2.50999999999999979","4","true"
"26029","The  Tamil Nadu Dr. M.G.R. Medical University, Chennai, Tamil Nadu","","","false"
"31700","ICAR","","","false"
"24769","NAAC","3","4","true"
"26520","NAAC","2.02000000000000002","4","true"
"25729","central Council of Indian Medition","","","false"
"25428","NAAC","2.68999999999999995","4","true"
"30487","Indian Nursing Council, NewDelhi","","","false"
"29499","NAAC","3.45999999999999996","4","true"
"29068","NAAC","3.0299999999999998","4","true"
"31276","KERALA UNIVERSITY OF HEALTH SCIENCES","","","false"
"25475","CPE/CE-PHASE II BY UGC","","","false"
"31754","NAAC","3","4","true"
"30815","NAAC","2.58999999999999986","4","true"
"25411","NAAC","2.60000000000000009","4","true"
"27000","NAAC","2.60999999999999988","4","true"
"27366","NAAC","2.29999999999999982","4","true"
"29871","NAAC","3.50999999999999979","4","true"
"27315","NBA","","","false"
"26503","NAAC","2.85000000000000009","4","true"
"31363","NAAC","2.45000000000000018","4","true"
"30019","NAAC","3.08000000000000007","4","true"
"25667","NAAC","0.800000000000000044","4","true"
"31111","NAAC","2.5299999999999998","4","true"
"30739","NAAC","1.66999999999999993","4","true"
"23494","NAAC","2.04999999999999982","4","true"
"29298","NBA","2","5","true"
"27803","NBA","","","false"
"26231","NAAC","2.37999999999999989","4","true"
"30375","ACBSP","","","false"
"24830","The Accreditation Council for Business Schools and Programs (ACBSP) USA","","","false"
"27016","NAAC","2.7200000000000002","4","true"
"30399","NAAC","2.06000000000000005","4","true"
"24592","NAAC","2.75","4","true"
"31870","NAAC","2.5","4","true"
"25249","NAAC","1.66999999999999993","4","true"
"30816","NAAC","2.79999999999999982","4","true"
"25256","INDIAN NURSING COUNCIL","","","false"
"28264","NBA","4","4","true"
"29127","NBA Delhi","650","999","true"
"27841","NAAC","3.0299999999999998","4","true"
"27575","NAAC","2.43999999999999995","4","true"
"30768","NBA","","","false"
"31693","NAAC","2.5299999999999998","4","true"
"29331","NAAC","2.64999999999999991","4","true"
"31449","NAAC","3.60000000000000009","4","true"
"28556","NAAC","2.60000000000000009","4","true"
"29133","NAAC","2.83999999999999986","4","true"
"28054","NAAC","2.12000000000000011","4","true"
"31512","NAAC","2.2799999999999998","4","true"
"29868","Indian Nursing Council, Delhi","","","false"
"24110","NAAC","2.20000000000000018","4","true"
"24318","NAAC","2.79999999999999982","4","true"
"23667","NAAC","2.5299999999999998","4","true"
"23839","NAAC","2","4","true"
"28282","NAAC","3.10999999999999988","4","true"
"23757","NAAC","2.14999999999999991","4","true"
"24909","NAAC","2.89000000000000012","4","true"
"25351","NAAC","2.04000000000000004","4","true"
"24902","NAAC","2.06999999999999984","4","true"
"26156","NAAC","3.10000000000000009","4","true"
"26313","NAAC","2.58999999999999986","4","true"
"28716","NAAC","3.5","4","true"
"23869","NAAC","1.19999999999999996","4","true"
"31256","NAAC","3.10999999999999988","4","true"
"31623","NAAC","2.64000000000000012","4","true"
"29957","INDIAN NURSING COUNCIL","","","false"
"25094","NBA","2","2","true"
"29514","ISO 9001:2008","0","0","true"
"29960","NAAC","3.16000000000000014","4","true"
"24825","NAAC","2.5","4","true"
"31007","NAAC","2.37999999999999989","4","true"
"23398","NAAC","1.8899999999999999","4","true"
"28265","NAAC","2","4","true"
"30549","NAAC","2.54999999999999982","4","true"
"30024","NAAC","3.58000000000000007","4","true"
"24992","NAAC","2.70000000000000018","4","true"
"27364","NAAC","3.81999999999999984","4","true"
"28029","NAAC","3.04199999999999982","4","true"
"25340","NAAC","1.69999999999999996","4","true"
"31288","NAAC","2.64000000000000012","4","true"
"23420","NAAC","3.20000000000000018","4","true"
"23872","NAAC","3.00999999999999979","4","true"
"24479","NAAC","2.64000000000000012","4","true"
"27106","NAAC","2.5","4","true"
"28393","NAAC","3.06000000000000005","4","true"
"24510","NAAC","2.14999999999999991","4","true"
"26978","RAJIV GANDHI UNIVERSITY","","","false"
"29761","NAAC","2.5","4","true"
"24206","National Board Accreditation","722","999","true"
"30336","INC","","","false"
"27866","NAAC","2.20000000000000018","4","true"
"29684","NCTE BHOPAL","","","false"
"29667","Indian Nursing Council","","","false"
"23866","NAAC","2.24000000000000021","4","true"
"28552","NAAC","3.02000000000000002","4","true"
"28592","NAAC","2.83999999999999986","4","true"
"28796","NAAC","3.08999999999999986","4","true"
"25827","National Board of Accrediation","","","false"
"30458","NAAC","3.70000000000000018","4","true"
"26210","NAAC","2.74000000000000021","4","true"
"26267","NAAC","2.16999999999999993","4","true"
"26878","NAAC","1","4","true"
"29557","NAAC","2.81000000000000005","4","true"
"24838","NAAC","2.75999999999999979","4","true"
"25774","NAAC","2.50999999999999979","4","true"
"27207","NAAC","4","4","true"
"24867","NBA","","","false"
"27125","NAAC","2.39999999999999991","4","true"
"24986","INDIAN NURSING COUNCIL","","","false"
"26203","NAAC","3","4","true"
"26070","NAAC","3","4","true"
"27592","NAAC","4","4","true"
"24629","NAAC","3.00999999999999979","4","true"
"29090","NAAC","3","4","true"
"25285","National Board of Accreditation","","","false"
"31474","NAAC","2","4","true"
"31373","Indian Nursing Council","","","false"
"24363","NAAC","2.58000000000000007","4","true"
"26876","AICTE","","","false"
"31525","NMIMS-UG Computer Engineering (Tier-I)","","","false"
"26366","NAAC","3.18000000000000016","4","true"
"27760","ISO 9001","4","4","true"
"29653","NAAC","2.35000000000000009","4","true"
"30022","NAAC","3.10999999999999988","4","true"
"23559","AAA","78.5","100","true"
"29422","NAAC","2.2200000000000002","4","true"
"30993","NAAC","3.06999999999999984","4","true"
"23591","NAAC","2.62000000000000011","4","true"
"29970","NAAC","2.60000000000000009","4","true"
"24329","NAAC","2.12999999999999989","4","true"
"28153","NAAC","3.66999999999999993","4","true"
"25133","TAMILNADU NURSES AND MIDWIVES  COUNCIL","9","10","true"
"31806","NAAC","3.18999999999999995","4","true"
"31807","NAAC","0","4","true"
"24341","NAAC","2.5","4","true"
"28221","NAAC","3.00999999999999979","4","true"
"29775","INDIAN NURSING COUNCIL","","","false"
"26170","NAAC","2.27000000000000002","4","true"
"31734","NABL(Lab)","","","false"
"31532","NAAC","2.4700000000000002","4","true"
"27721","NAAC","2.35999999999999988","4","true"
"30114","NAAC","3","4","true"
"28119","NAAC","2.22999999999999998","4","true"
"30890","NAAC","2.41999999999999993","4","true"
"28881","NAAC","2.29999999999999982","4","true"
"27536","Chemical Engg","587","999","true"
"29875","Government of Karnataka","","","false"
"26435","NAAC","2.54000000000000004","4","true"
"30529","NAAC","3.10999999999999988","4","true"
"26018","NAAC","2.37999999999999989","4","true"
"29546","NAAC","2.78399999999999981","4","true"
"29577","Indian Nursing Council New Delhi","","","false"
"26803","NBA-AICTE","0","0","true"
"27705","NAAC","3.00999999999999979","4","true"
"24274","NAAC","2.0299999999999998","4","true"
"25101","TCS","","","false"
"28597","NAAC","2.70000000000000018","4","true"
"31582","NAAC","2.33000000000000007","4","true"
"30611","-","","","false"
"28015","NBA","","","false"
"26322","ncte nrc","10","10","true"
"29610","NAAC","3.10999999999999988","4","true"
"25843","NAAC","3.16999999999999993","4","true"
"27157","NAAC","2.37999999999999989","4","true"
"26172","NAAC","2.56000000000000005","4","true"
"31417","NAAC","2","4","true"
"27810","Indian Nusing Council","","","false"
"27577","NAAC","3","4","true"
"28986","NAAC","2.52000000000000002","4","true"
"26212","NAAC","2.24000000000000021","4","true"
"31018","HPNRC","","","false"
"26251","NAAC","2.2200000000000002","4","true"
"24172","NAAC","2.79999999999999982","4","true"
"26808","edr","","","false"
"31750","NAAC","2.75","4","true"
"25881","NAAC","2.87000000000000011","4","true"
"28608","National Board of Accreditation","","","false"
"26565","NAAC","1.8899999999999999","4","true"
"27977","NAAC","3","4","true"
"26016","NAAC","2.83999999999999986","4","true"
"28847","NBA","","","false"
"25386","NAAC","2.54000000000000004","4","true"
"25474","NAAC","3.08999999999999986","4","true"
"27141","NAAC","2.81999999999999984","4","true"
"31352","NAAC","2.60000000000000009","4","true"
"29181","NAAC","2.35000000000000009","4","true"
"31646","NAAC","1.81000000000000005","4","true"
"24886","NBA","7","10","true"
"27298","NAAC","2.70000000000000018","4","true"
"29956","NAAC","2.5","4","true"
"24489","NAAC","2.10000000000000009","4","true"
"24891","NAAC","2.87999999999999989","4","true"
"25031","NAAC","2.91000000000000014","4","true"
"27219","NAAC","3.02000000000000002","4","true"
"27644","NAAC","4","4","true"
"31689","NAAC","3.08999999999999986","4","true"
"23887","National Board of Accreditation","2","4","true"
"27184","ICAR","","","false"
"27540","NAAC","2.06000000000000005","4","true"
"26700","NAAC","2.5299999999999998","4","true"
"24779","NAAC","3","4","true"
"28120","NAAC","4","4","true"
"26275","NAAC","2.62999999999999989","4","true"
"27287","ICAR","","","false"
"30411","NAAC","3.12999999999999989","4","true"
"29247","NBA","650","999","true"
"25063","NAAC","3","4","true"
"26694","IAO","660","750","true"
"26944","NAAC","4","4","true"
"23870","NAAC","2.04000000000000004","4","true"
"27471","NAAC","4","4","true"
"30129","Baba Frid University of Health Sciences","","","false"
"30924","PALAMURU UNIVERSITY","75","100","true"
"31625","INC","","","false"
"25594","NAAC","1.77000000000000002","4","true"
"26758","NAAC","4","4","true"
"28001","NAAC","3","4","true"
"31871","NABH","","","false"
"25508","NAAC","2.54000000000000004","4","true"
"25696","NAAC","3","4","true"
"30867","NAAC","2.54999999999999982","4","true"
"26686","NAAC","2.52000000000000002","4","true"
"26865","NAAC","2.83000000000000007","4","true"
"27562","International  Accreditation Organization","","","false"
"29593","NBA, AICTE","3","3","true"
"27981","NAAC","2.66999999999999993","4","true"
"24934","NAAC","2.02000000000000002","4","true"
"26776","NAAC","3.85000000000000009","4","true"
"24996","NAAC","3.39999999999999991","4","true"
"30387","INDIAN NURSING COUNCIL","","","false"
"23490","NAAC","2.0299999999999998","4","true"
"28193","NAAC","3.14999999999999991","4","true"
"26154","ICAR","","","false"
"30980","HYM INTERNATIONAL PVT LIMITED","","","false"
"30149","NAAC","1.72999999999999998","4","true"
"29914","NBA (ECE)","68","100","true"
"23837","NAAC","2.06000000000000005","4","true"
"28389","NAAC","3.2799999999999998","4","true"
"30248","NAAC","3.04000000000000004","4","true"
"30780","NAAC","4","4","true"
"31705","NAAC","2.39000000000000012","4","true"
"23361","NAAC","3","4","true"
"27153","NAAC","3.00999999999999979","4","true"
"27627","NAAC","2.60999999999999988","4","true"
"29735","NAAC","3","4","true"
"30018","NAAC","2.08000000000000007","4","true"
"25820","NAAC","2.81000000000000005","4","true"
"29342","NBA","","","false"
"26833","NAAC","3.20000000000000018","4","true"
"26663","NAAC","3.04000000000000004","4","true"
"28158","NAAC","3.01239999999999997","4","true"
"29764","NAAC","2.25999999999999979","4","true"
"26348","NAAC","2.7799999999999998","4","true"
"27074","NAAC","2.87999999999999989","4","true"
"26867","NAAC","1.82000000000000006","4","true"
"29184","Punjab Nurses Registration Council","","","false"
"24840","National Board Of Accreditation","7.29999999999999982","10","true"
"24354","NAAC","2.41999999999999993","4","true"
"25654","NAAC","1.39999999999999991","4","true"
"23974","NAAC","3","4","true"
"28694","NAAC","3","4","true"
"28695","NAAC","3.08000000000000007","4","true"
"25169","NAAC","3","4","true"
"25117","Jai Narain Vyas University, Jodhpur","","","false"
"26112","NAAC","2.33000000000000007","4","true"
"28250","NAAC","3.7200000000000002","4","true"
"31153","NAAC","3","4","true"
"27030","NAAC","2.25","4","true"
"28468","INDIAN NURSING COUNCIL","90","100","true"
"29381","NAAC","3.0299999999999998","4","true"
"29756","NAAC","4","4","true"
"27093","NAAC","2.5","4","true"
"23274","NAAC","1.69999999999999996","4","true"
"27795","NAAC","2.02000000000000002","4","true"
"26484","NAAC","2.83999999999999986","4","true"
"23855","AAA","76","100","true"
"31637","Rajasthan Nursing Council Jaipur","","","false"
"31602","NAAC","2.50999999999999979","4","true"
"23500","NAAC","2.66000000000000014","4","true"
"30555","NAAC","3.04000000000000004","4","true"
"23521","NAAC","3.02000000000000002","4","true"
"26705","NAAC","2.70999999999999996","4","true"
"27426","NAAC","3.02000000000000002","4","true"
"27706","NAAC","2.45999999999999996","4","true"
"28492","NAAC","2.27000000000000002","4","true"
"25727","NAAC","2.5","4","true"
"23489","NAAC","3","4","true"
"24313","NAAC","2.7799999999999998","4","true"
"30988","NAAC","4","4","true"
"31445","INDIAN NURSING COUNCIL, NEW DELHI","","","false"
"29829","Indian Nursing Council","","","false"
"28258","International Accreditation Organization","","","false"
"26678","NAAC","2.81000000000000005","4","true"
"28048","NAAC","2.25999999999999979","4","true"
"25646","NAAC","3.08000000000000007","4","true"
"31565","NAAC","2.70000000000000018","4","true"
"26795","NAAC","2.87000000000000011","4","true"
"31149","NAAC","3.16000000000000014","4","true"
"25463","NAAC","2.12999999999999989","4","true"
"26274","NAAC","2","4","true"
"24732","NAAC","3.04000000000000004","4","true"
"28463","NAAC","2.43000000000000016","4","true"
"31503","Kerala University of Health Sciences","","","false"
"30852","NAAC","3.52000000000000002","4","true"
"29796","NAAC","2.25","4","true"
"28785","NAAC","2.79999999999999982","4","true"
"30371","NAAC","2.70999999999999996","4","true"
"24894","NAAC","1.82000000000000006","4","true"
"28750","NAAC","4","4","true"
"28799","CIP Grade A1 outstanding","","","false"
"28306","NAAC","3.04999999999999982","4","true"
"26823","Shri. Madhukar C. Joshi","","","false"
"30779","NAAC","2.79999999999999982","4","true"
"26094","NAAC","2.29999999999999982","4","true"
"27784","NAAC","2.25999999999999979","4","true"
"27289","NAAC","3","4","true"
"29635","NAAC","2.56999999999999984","4","true"
"23327","NAAC","3.00999999999999979","4","true"
"31468","NAAC","2.58000000000000007","4","true"
"31549","UGC 2(f)& 12(B)","0","0","true"
"28760","NAAC","2.45000000000000018","4","true"
"24653","NAAC","2.7799999999999998","4","true"
"28530","Computing Accreditation Commission(CAC,ABET,USA,www.abet.org)","","","false"
"26259","NBA","","","false"
"27681","NAAC","3.25999999999999979","4","true"
"30935","NBA","","","false"
"30374","NBA","752","999","true"
"29500","NAAC","3.06000000000000005","4","true"
"28501","NAAC","4","4","true"
"30181","NABH","","","false"
"26454","NAAC","2.62000000000000011","4","true"
"26745","NAAC","2.81999999999999984","4","true"
"26688","NAAC","2.75999999999999979","4","true"
"27356","NAAC","2.10999999999999988","4","true"
"28249","M P STATE NURSING COUNCIL","","","false"
"25736","NAAC","2","4","true"
"26111","NAAC","2.54999999999999982","4","true"
"25057","NAAC","3.10999999999999988","4","true"
"25945","NAAC","2.20000000000000018","4","true"
"28775","NAAC","3.14999999999999991","4","true"
"27747","NAAC","2.06999999999999984","4","true"
"29473","UGC","","","false"
"31668","ISO 9001:2008","","","false"
"24569","NAAC","2.00999999999999979","4","true"
"28684","NAAC","2.20999999999999996","4","true"
"23232","NAAC","2.41000000000000014","4","true"
"30326","NAAC","1.76000000000000001","4","true"
"24544","Rehabilitation Council of India","","","false"
"23830","NBA AICTE, New Delhi","7","10","true"
"26124","Indian nursing council","","","false"
"24722","National Board of Accredation","","","false"
"28030","NAAC","2.50999999999999979","4","true"
"28237","NAAC","2","4","true"
"30966","NAAC","3.16000000000000014","4","true"
"25107","NAAC","3.39000000000000012","4","true"
"29581","NAAC","3.00999999999999979","4","true"
"25540","NAAC","2.85999999999999988","4","true"
"25389","NAAC","2.12999999999999989","4","true"
"28173","NAAC","2.81000000000000005","4","true"
"25206","NAAC","2.33000000000000007","4","true"
"26631","NAAC","4","4","true"
"31330","MCNUJC, Bhopal","","","false"
"25346","NAAC","4","4","true"
"26028","ICAR","","","false"
"30418","NAAC","2.00999999999999979","4","true"
"24269","NAAC","2.37000000000000011","4","true"
"25487","NBA","","","false"
"26923","NAAC","3","4","true"
"28824","NAAC","2.54999999999999982","4","true"
"28664","NAAC","2.62000000000000011","4","true"
"29239","NAAC","3.79000000000000004","4","true"
"31332","BAR COUNCIL OF INDIA","","","false"
"31511","NAAC","2","4","true"
"23982","NAAC","3.31999999999999984","4","true"
"26662","NAAC","2.74000000000000021","4","true"
"30409","NAAC","2.62000000000000011","4","true"
"26044","NAAC","2.06000000000000005","4","true"
"28677","NAAC","3.2799999999999998","4","true"
"27043","NAAC","2.08000000000000007","4","true"
"30000","NAAC","2.20999999999999996","4","true"
"24431","NAAC","2.83000000000000007","4","true"
"27643","NAAC","2.00999999999999979","4","true"
"26310","NAAC","2.16000000000000014","4","true"
"28228","National Board of Accreditation","","","false"
"31780","NAAC","2.02000000000000002","4","true"
"27314","NAAC","3.14000000000000012","4","true"
"29285","NAAC","2.70000000000000018","4","true"
"26350","NAAC","2","4","true"
"26673","INDIAN NURSING COUNCIL","","","false"
"27943","NAAC","3.52000000000000002","4","true"
"29011","NAAC","3","4","true"
"28014","NAAC","2.47999999999999998","4","true"
"31320","NAAC","2","4","true"
"31621","NAAC","2.29000000000000004","4","true"
"29424","NAAC","2.37000000000000011","4","true"
"28841","The Tamilnadu Dr MGR Medical University","","","false"
"30206","NAAC","2.70999999999999996","4","true"
"29689","Rehabilitation Council of India","","","false"
"30748","NAAC","2.20999999999999996","4","true"
"27463","NAAC","3.14999999999999991","4","true"
"31022","NAAC","2.77000000000000002","4","true"
"30133","NAAC","2.5","4","true"
"24498","NAAC","2.68999999999999995","4","true"
"27152","NAAC","2.93000000000000016","4","true"
"28299","NAAC","2.20999999999999996","4","true"
"30117","NAAC","3.0299999999999998","4","true"
"25424","NAAC","2.85999999999999988","4","true"
"30794","NATIONAL BOARD OF EXAMINATIONS","","","false"
"30214","NAAC","3.45999999999999996","4","true"
"30322","NAAC","3.20999999999999996","4","true"
"25074","NAAC","2.5","4","true"
"31857","NAAC","3.0299999999999998","4","true"
"24317","NAAC","2.16999999999999993","4","true"
"26293","NAAC","2.41999999999999993","4","true"
"27730","NAAC","4","4","true"
"26782","Electrical & Electronics Engineering","624","999","true"
"27804","NAAC","2.54000000000000004","4","true"
"24762","NAAC","2.18999999999999995","4","true"
"23960","NAAC","3.14000000000000012","4","true"
"26396","NAAC","2.93999999999999995","4","true"
"27224","NAAC","2.31000000000000005","4","true"
"26897","NAAC Peer Team Visited","","","false"
"24927","NAAC","3.2799999999999998","4","true"
"28708","NAAC","3.14999999999999991","4","true"
"30227","NAAC","2.77000000000000002","4","true"
"28948","NAAC","2.70000000000000018","4","true"
"25752","NAAC","2.25999999999999979","4","true"
"31329","NBA","956","999","true"
"24957","NAAC","2.52000000000000002","4","true"
"25759","NAAC","2.29000000000000004","4","true"
"29820","National Board of Accreditation","4","4","true"
"26264","NAAC","2.68999999999999995","4","true"
"26290","NAAC","2.22999999999999998","4","true"
"23926","NAAC","2.52000000000000002","4","true"
"26616","NAAC","2.33999999999999986","4","true"
"27277","NAAC","3.10999999999999988","4","true"
"30408","ICAR","","","false"
"26380","NAAC","3","4","true"
"28009","NAAC","2.06999999999999984","4","true"
"29160","NAAC","2.2799999999999998","4","true"
"28769","NAAC","3","4","true"
"24383","MDS UNIVERSITY","","","false"
"24899","NAAC","2.72999999999999998","4","true"
"25553","NAAC","2.33999999999999986","4","true"
"24026","NAAC","3.0299999999999998","4","true"
"23280","NAAC","2.10000000000000009","4","true"
"23789","NAAC","2","4","true"
"25891","NAAC","3.04000000000000004","4","true"
"31833","INC","","","false"
"31580","NAAC","3.60999999999999988","4","true"
"31821","INDIAN NURSING COUNCIL NEW DELHI","","","false"
"25922","NAAC","3","4","true"
"26215","NAAC","3.41000000000000014","4","true"
"25623","BCI","","","false"
"30734","MCRP","","","false"
"26775","NAAC","1.98999999999999999","4","true"
"24745","NAAC","3.10999999999999988","4","true"
"27764","NAAC","3.5","4","true"
"24031","NAAC","2.39999999999999991","4","true"
"24928","NAAC","2.25999999999999979","4","true"
"29938","IHO, CAT 'B'","","","false"
"23531","ISO","","","false"
"23657","NAAC","2.371","4","true"
"25329","NAAC","2.70000000000000018","4","true"
"28400","NAAC","2.37999999999999989","4","true"
"23774","NAAC","3","4","true"
"27842","NAAC","2","4","true"
"26942","All India Council of Technical Education","","","false"
"30228","NAAC","3.12000000000000011","4","true"
"30379","NAAC","3","4","true"
"28788","NAAC","2.2200000000000002","4","true"
"28074","NAAC","2.68000000000000016","4","true"
"25794","NAAC","2.33000000000000007","4","true"
"24000","NAAC","3","4","true"
"26636","NAAC","2.83000000000000007","4","true"
"31730","NAAC","3.08999999999999986","4","true"
"31210","NAAC","2.12000000000000011","4","true"
"31717","NAAC","2.41999999999999993","4","true"
"26926","NAAC","3.246","4","true"
"25879","National Board of Accreditation","","","false"
"24312","Hemwati Nandan Bahuguna Garhwal Univeristy, Srinagar, Garhwal","","","false"
"26424","NAAC","2.37000000000000011","4","true"
"25281","NAAC","2.87999999999999989","4","true"
"27699","NAAC","3","4","true"
"25339","NAAC","3.06000000000000005","4","true"
"24625","NAAC","1.85000000000000009","4","true"
"29924","indian nursing council","","","false"
"25822","NAAC","2.54999999999999982","4","true"
"27896","NAAC","2.29999999999999982","4","true"
"27185","NAAC","2.81000000000000005","4","true"
"31819","NAAC","2.5","4","true"
"25764","NAAC","2.02000000000000002","4","true"
"23972","NAAC","2.39000000000000012","4","true"
"31385","NAAC","3.04000000000000004","4","true"
"23471","ISO","90","100","true"
"24052","NAAC","3","4","true"
"25248","NAAC","2.20999999999999996","4","true"
"30504","ICAR","","","false"
"23394","NAAC","3.08000000000000007","4","true"
"24929","NAAC","4","4","true"
"29686","NAAC","2.60000000000000009","4","true"
"24367","NAAC","2.50999999999999979","4","true"
"27656","NAAC","2.5","4","true"
"30901","NAAC","3","4","true"
"23222","NAAC","2.18000000000000016","4","true"
"26738","NAAC","2.7799999999999998","4","true"
"29103","NAAC","3.04000000000000004","4","true"
"27427","NAAC","2.7200000000000002","4","true"
"29808","Computer Science & Engieering","677","677","true"
"28804","NAAC","3.08999999999999986","4","true"
"28672","NAAC","3.29000000000000004","4","true"
"27857","NAAC","2.54000000000000004","4","true"
"29847","NAAC","2.87400000000000011","4","true"
"27001","NAAC","3.14999999999999991","4","true"
"25912","IAO, HLACT","","","false"
"31587","NAAC","2.81000000000000005","4","true"
"26418","NAAC","2.85000000000000009","4","true"
"28384","INDIAN NURSING COUNCIL, NEW DELHI","","","false"
"31547","NAAC","4","4","true"
"30653","NAAC","1.51000000000000001","4","true"
"28159","NAAC","3","4","true"
"26675","NAAC","2.31999999999999984","4","true"
"26409","NAAC","2.58000000000000007","4","true"
"29467","NAAC","2.56000000000000005","4","true"
"26056","KARNATAKA STATE DEPLOMA IN NURSING EXAMINATION BOARD, BANGALORE","","","false"
"23662","NAAC","2.2200000000000002","4","true"
"24837","NAAC","2.00999999999999979","4","true"
"31583","INC & KNC","","","false"
"24189","NAAC","2.56999999999999984","4","true"
"27874","NAAC","3.06999999999999984","4","true"
"28209","NAAC","2.50999999999999979","4","true"
"27052","NAAC","2.91999999999999993","4","true"
"29843","NAAC","3","4","true"
"24582","National Board of Accreditation, New Delhi","","","false"
"29086","NAAC","3.12999999999999989","4","true"
"31841","NAAC","2.37999999999999989","4","true"
"24755","ncte","","","false"
"27132","NAAC","2.70000000000000018","4","true"
"25318","NAAC","2.43999999999999995","4","true"
"28763","NAAC","3.12000000000000011","4","true"
"27552","NAAC","2.25","4","true"
"24744","NAAC","2.29000000000000004","4","true"
"27772","KERALA NURSES AND MIDWIVES COUNCIL","","","false"
"26544","NAAC","2.66999999999999993","4","true"
"29027","NAAC","2.20999999999999996","4","true"
"30307","NAAC","3.06999999999999984","4","true"
"30419","NAAC","2.16999999999999993","4","true"
"23860","NAAC","2","4","true"
"28588","Karnataka State Diploma in Nursing Examination Board","","","false"
"26963","NAAC","2.81000000000000005","4","true"
"30474","act of parliament","","","false"
"26713","NAAC","3.10000000000000009","4","true"
"27113","ICAR","","","false"
"28906","Rajiv Gandhi University of health sciences Bangalore","","","false"
"28953","NAAC","2.7200000000000002","4","true"
"30410","NAAC","3.08999999999999986","4","true"
"25241","NBA","","","false"
"26344","NAAC","2.62999999999999989","4","true"
"27652","NAAC","2.5299999999999998","4","true"
"29026","Indian Nursing Council","0","0","true"
"30109","NAAC","3.58000000000000007","4","true"
"27226","NAAC","1.79000000000000004","4","true"
"29545","NAAC","2.35000000000000009","4","true"
"25578","NAAC","2.85000000000000009","4","true"
"25895","NAAC","3.08999999999999986","4","true"
"28441","NAAC","3.04999999999999982","4","true"
"28709","NAAC","3.5","4","true"
"24486","NAAC","3","4","true"
"29850","NAAC","3","4","true"
"26014","NAAC","2.2799999999999998","4","true"
"26915","NAAC","2.70000000000000018","4","true"
"29869","NAAC","3.12000000000000011","4","true"
"27516","CAG","","","false"
"30488","NAAC","2.83999999999999986","4","true"
"26892","NAAC","1.95999999999999996","4","true"
"29492","NAAC","3.02000000000000002","4","true"
"26943","Pharmacy Council of India","","","false"
