"id","name"
"49056","SCHOOL OF MECHANICAL SCIENCES"
"50348","YOUTH EMPOWERMENT"
"50779","School of Management"
"51954","Architecture, Urban and Town Planning"
"49326","INSTITUTE OF SOCIAL SCIENCE, AGRA"
"50852","Arts/Humanities"
"51011","V.C.S.G. College of Horticulture"
"51517","School of Engineering"
"49248","Faculty of Management & Commerce"
"48756","SOCIAL SCIENCES"
"49708","Interdisciplinary"
"48990","Diploma Programmes"
"50220","Faculty of Business Administration"
"51092","School of Mathematical Sciences and Engineering"
"48302","Home Science"
"49716","School of Information Technology"
"51045","Inter Disciplinary and  Applied Sciences"
"51801","Triguna Sen school of Technology"
"47915","FACULTY OF SCIENCE"
"48144","Science"
"48123","Faculty of Computer Application & IT"
"52480","School of Ecology and Environment Studies (SEES)"
"50160","Journalism"
"48347","ARTS"
"50055","PLASTIC SURGERY"
"52457","Campus Placement Cell"
"50068","OTOLARYNGOLOGY"
"49126","School of Life Sciences"
"49181","School of Civil Engineering"
"51757","Faculty of Veterinary Sciences  & Animal Husbandry"
"48679","Bhupen Hazarika School of Mass Communication"
"48074","School of Health & Medicine"
"51656","Faculty of Architecture"
"48586","Medical College"
"47793","Management"
"51006","Library"
"52403","Faculty of Veterinary Science & Animal Husbandry"
"51439","College of Agriculture"
"52242","RKDF College of Nursing"
"52183","Mechatronics"
"49544","School of Chemical Sciences"
"52191","SOCIAL SCIENCES"
"49736","COMMERCE"
"51156","Faculty of Rural Oriented Sciences"
"49448","School of Pharmaceutical Sciences"
"49089","Fine Arts"
"50575","Faculty of Journalism & Mass Communication"
"50554","International Institute for Population Scinces"
"50932","School of National Security Studies"
"51416","Faculty of Education"
"48783","Faculty of Social Work"
"50969","Institute of Technology"
"48713","Faculty Council for Under-Graduate Studies"
"48807","School of Architecture & Planning"
"50856","College of Agriculture"
"52370","Faculty of Law"
"51899","School of Engineering Sciences and Technology"
"50667","Science"
"49192","Centre for Engineering & Enterprise"
"50886","School of Science"
"49854","Education Faculty"
"51929","LINGUSITCS"
"51763","Maharaja Agrasen School of Pharmacy"
"52420","Agriculture Business Management"
"50501","Institute of Online and Distance Education"
"48692","Humanities"
"50966","JNTUA College of Engineering, Kalikiri"
"48357","Akal College of Engineering & Technology"
"49145","Arts"
"51797","Ashutosh Mukhopadhyay School of Education"
"51734","SCHOOL OF SOCIAL SCIENCES AND POLICY"
"49720","Education"
"51154","Commerce and Management Studies"
"51794","Law"
"48408","Faculty of Education"
"50646","Amity Law School"
"49427","Science"
"52047","Faculty of Science"
"52441","School of Humanities"
"49152","Directorate of Distance education"
"51525","SCHOOL OF BASIC SCIENCE"
"48732","Law"
"51973","Faculty of Media Studies"
"52230","FACULTY OF COMPUTATIONAL SCIENCE"
"52135","Design"
"52349","Faculty of Engineering & Technology"
"48995","Faculty of Library & Information Science"
"51943","Faculty of Physical Sciences"
"48358","Akal College of Basic Sciences"
"50025","School of Business & Management Studies"
"52347","Faculty of Law"
"49984","Department of Oriental Studies"
"48140","Computer Science & Information Technology"
"48431","GEETANJALI DENTAL & RESEARCH INSTITUTE"
"48711","Faculy Council for P.G. Studies in Science"
"49366","Department of Malayalam, Nileswaram"
"50002","Science"
"48208","School of Commerce"
"48999","MATS School of Engineering and Technology"
"51090","School of Islamic Studies and Languages"
"51058","Faculty of Commerce, Mangalore University"
"48545","FACULTY OF SOCIAL SCIENCE"
"50189","Faculty of Humanity"
"52131","Faculty of Horticulture"
"48551","Adhunik Gyan Vigyan"
"51826","AMITY SCHOOL OF COMMUNICATION, KOLKATA"
"48542","FACULTY OF COMMERCE AND MANAGEMENT"
"51457","Life Sciences"
"52405","Faculty of Forestry"
"48221","Faculty of Computer Science / VBT's Post Graduate Institute of Information Technology"
"48873","Humanities/ Management & Applied Sciences"
"52422","Food Technology"
"49297","Yoga"
"52418","Home Science"
"49426","Social Sciences"
"51179","College of Pharmaceutical Sciences"
"52050","Faculty of Education"
"49545","School of Fine and Performing Arts"
"50851","Science/Tecnology"
"51044","Science"
"48039","Faculty of Veterinary and Animal Sciences"
"49995","BASIC SCIENCE AND HUMANITIES"
"50157","Social Science"
"51040","FACULTY OF FIRE SAFETY AND MANAGMENT"
"47797","Arts"
"51717","Giani Zail Singh Campus College of Engineering & Technology, Bathinda"
"49726","Theatre"
"50938","School of Nursing"
"48330","Kala-Bhavana (Institute of Fine Arts)"
"50310","Faculty of Medical Science & Health"
"50674","Faculty of Agriculture"
"48200","Department of Library and Information Sciences"
"51173","Commerce"
"48975","Computer Science & Technology"
"51128","Indian Logic"
"49524","Faculty of Basic Science"
"50827","Faculty of  Management & Commerce / TAPMI School of Business"
"50094","ADVANCED PAEDIATRIC CENTRE"
"48389","Faculty of Physical Education"
"50473","Faculty of Dairy Science"
"51529","Management & Computer Applications"
"48867","School of Communications"
"51325","Life Science"
"51312","School for Vocational Education"
"51354","College of Home Science, Bhubaneswar"
"51784","Management"
"49839","Law / Nims School of Law"
"51091","School of Management Studies and Economics"
"51373","Amity Institute of Nano Technology"
"49090","Language"
"51830","AMITY SCHOOL OF FASHION TECHNOLOGY, KOLKATA"
"50233","School of Sciences"
"50659","Biotechnology / Centre for Biotechnology"
"48407","Faculty of Arts & Commerce"
"51441","Social Science"
"49340","Management"
"49615","Sciences"
"49918","School of  Chemical Sciences, Priyadarsini Hills, Kottayam-686560"
"49787","Faculty of Theology"
"50912","School of Basic Sciences"
"51672","School of Biological Sciences (BCS)"
"51078","Arts, Science & Humanities"
"52179","Faculty of law"
"48311","Department of Pharmacy"
"48512","FACULTY OF COMMERCE"
"49395","Arts"
"49006","MATS School of Education"
"49436","Social Science"
"52277","Sri Ramachandra College of Nursing"
"47822","Arts"
"49373","School of Commerce and Management Studies, Thalassery"
"50651","Amity School of Architecture and Planning"
"49440","FACULTY OF ART"
"51055","Faculty of Management & Commerce"
"52460","School of Translation Studies and Training"
"50161","Advertising and Public Relations"
"49681","Engineering & Technology"
"52259","SCHOOL OF PHARMACEUTICAL SCIENCES"
"50274","School of Vocational Studies and Applied Sciences"
"50956","School of Library and Information Science"
"48037","Faculty of Fishery Sciences"
"50556","School of Computing Science and Engineering (SCSE)"
"51718","Poonam Rijwani"
"49048","DIRECTORATE OF CENTRE FOR ANIMAL HEALTH STUDIES"
"52298","School of Education"
"52192","MANAGEMENT"
"47978","School of Professional Studies"
"51174","Social science"
"51965","Faculty of Fashion Technology and Cosmetology"
"49808","Faculty of Engineering & Technology"
"51820","AMITY INSTITUTE OF PSYCHOLOGY & ALLIED SCIENCES, KOLKATA"
"48895","School of Social Science"
"50990","School of Literature, Language and Culture Studies"
"50036","ARTS"
"50869","Special Education"
"51987","Engineering and Technology"
"49178","Law Faculty"
"49177","Nitte Institute of Architecture"
"48236","Faculty of Physiotherapy"
"52142","Legal Studies"
"49678","Law"
"49899","Himalayan School of Engineering & Technology"
"48803","School of Business"
"51032","FACULTY OF EDUCATION"
"51670","School of Applied Sciences (SAS)"
"51135","SOCIAL SCIENCE"
"51035","FACULTY OF PHARMACY"
"51513","School of Architecture"
"49773","School of Architecture & Design"
"50193","SCHOOL OF ENGINEERING & TECHNOLOGY"
"50871","Art"
"49837","Science / Nims School of Basic & Applied Sciences"
"49202","Shridhar School of Basic and Applied Sciences"
"52447","School of Social Sciences"
"50110","School of Languages"
"50821","Faculty of Computer Applications"
"52458","City Centre New Delhi"
"48346","MANAGMENT"
"48063","SCHOOL OF EDUCATION"
"49791","Faculty of Unani Medicine"
"50947","School of Indology"
"51172","Humianites"
"48941","Faculty Of Science and Environment"
"49315","University School of Business"
"48863","School of Computer Sciences"
"50499","Arts"
"50916","Faculty of Medicine"
"49279","Institute of Distance and Open Learning"
"52168","Medicine"
"51942","UGC - Human Resource Development Centre"
"48434","GEETANJALI COLLEGE OF NURSING"
"50828","Faculty of Management & Commerce / School of Business & Commerce"
"52120","Language"
"48110","Faculty of Health and Applied Sports Sciences"
"49302","AGRICULTURE"
"50245","Social Science"
"50723","FACULTY OF ARTS"
"51735","SCHOOL OF MEDIA, ARTS & AESTHETICS"
"49243","Faculty of Journalism & Mass Communication"
"51120","Faculty of Nursing"
"52225","School of Health Science"
"50325","school of Chemical Science"
"48462","Faculty of Commerce and Management"
"49433","Education"
"51546","SCHOOL OF EDUCATION"
"50362","Humanities & Social Science"
"48491","Maharishi Markandeshwar Group of Institutions"
"52450","Inter-University Consortium For Technology-Enabled Flexible Education & Development"
"50663","School of Management Studies"
"48045","Faculty of Commerce & Management"
"48398","School of Law"
"48461","Faculty of Education"
"51688","Mrs. Gladys D. Ranbhire /  IKDRC COLLEGE OF NURSING"
"50079","MEDICAL MICROBIOLOGY"
"47796","Education"
"50328","Computer Science"
"51334","Engineering & Technology"
"52028","College of Dairy and Food Science Technology"
"48523","ENGINEERING"
"49150","Education"
"48117","Arts & Comerce"
"49673","Humanities"
"52061","Special Centre for Nano Sciences"
"48924","SCHOOL OF PHARMACY"
"50741","Faculty of Criminal Justice and Police Studies"
"50909","Fisheries Faculty/School of Aquaculture and Biotechnology"
"51683","School of Media and Mass Communication"
"52336","Faculty of Library Science"
"48073","Indian Institute of Technology Ropar"
"51988","Management"
"48082","Science"
"49075","Information Technology"
"49830","Science / Nims School of Advanced Science"
"51129","Indology"
"48730","School of Chemical Sciences"
"52235","FACULTY OF FILM, TV & MEDIA"
"52343","SCHOOL OF MANAGEMENT"
"51776","LAW"
"50269","College of Architecture and Design"
"51231","Arts"
"49191","Leadership & Business School"
"48525","Science & Technology"
"50313","Master in Science"
"51481","COMPUTER SCIENCE"
"51920","Faculty of Education"
"48490","Engineering and Technology"
"49461","Engineering and Technology"
"49327","INSTITUTE OF TRAVEL & HOTEL MANAGEMENT"
"51492","Faculty of Science"
"48331","Faculty of Engineering and Technology"
"50082","HOSPITAL ADMINISTRATION"
"51207","School of Sciences"
"49002","MATS School of Basic Sciences"
"50368","Faculty of Dairy Technology"
"47774","Department of Music and Fine Arts"
"50974","School of Management Studies, off campus, Bangaluru"
"49024","Science"
"49540","School of Nano - Science and Photonics"
"49841","Pharmacy / Nims College of Pharmacy"
"52468","School of Interdisciplinary & Trans-disciplinary Studies"
"50117","Management studies"
"49645","Faculty of Arts"
"50508","Institute of Management"
"51107","Physical Education"
"48719","School of Earth Sciences"
"49238","FACULTY OF SCIENCES"
"50654","Management"
"51264","Maulana Azad National Institute of Technology Bhopal"
"50986","Management"
"49332","SETH PADAM CHAND JAIN INSTITUTE, AGRA"
"50077","DEPARTMENT OF ORAL HEALTH SCIENCES"
"49945","Science"
"52253","SCHOOL OF EDUCATION"
"52026","College of Technology and  Engineering"
"52411","Biology"
"51720","Nursing College"
"47790","Faculty of Culture Studies"
"51992","Humanities"
"52308","Faculty of Pharmaceutical Sciences"
"49129","School of Physical Sciences"
"51190","Commerce"
"49037","Faculty of Electronics Engineering"
"51127","Indian Languages"
"52377","FACULTY OF PHYSIOTHERAPY"
"49259","Management & Commerce"
"50056","PHARMACOLOGY"
"51328","Commerce"
"52220","School of Commerce & Management"
"52237","RKDF Institute of Science & Technology"
"51134","Sanskrit Literature"
"51924","Faculty of Engineering & Technology"
"51313","School of Media and Cultural Studies"
"52234","FACULTY OF DESIGN & INNOVATION"
"49724","Law"
"48258","School of Applied Sciences"
"51561","Medical Sciences - SBDCH (Sree Balaji Dental College and Hospital )"
"50136","University Colleges"
"51501","Center of Excellence - ICT"
"51786","Architecture & Planning"
"52448","School of Tourism Hospitality Service Sectoral Management"
"51799","Mahatma Gandhi School of Economics & Commerce"
"52254","SCHOOL OF LAW"
"52320","Natural Sciences"
"51012","College of Forestry"
"51116","Other Departments"
"49691","Agricultural Engineering"
"50743","School of Pharmaceutical Sciences"
"51378","Amity Business School"
"50051","Faculty of Architecture"
"49085","Faculty of Commerce & Management"
"49087","Faculty of Education"
"51151","Science"
"51979","Law"
"49679","Architecture and Planning"
"49483","Faculty of Law"
"47930","School of Commerce and Management"
"52121","Life Sciences"
"51057","Faculty of Science and Technology, Mangalore University"
"49528","Guru Gobind Singh College of Education"
"50060","ADVANCED EYE CENTRE"
"50133","School of Law"
"50101","School of Physical, Chemical and Applied Science"
"51423","Dance"
"51978","Commerce"
"48972","School of Biotechnology & Health Sciences"
"52004","Jamia Hamdard Off- Campus at Kannur ,(Kerla)"
"49529","University College of Agriculture"
"49641","Faculty of Social Science"
"51150","Faculty of Advanced Social Sciences"
"49649","College of Dairy Science & Technology"
"51108","Arts, Fine Arts & Performing Arts"
"52215","School Physical and Mathematical Sciences"
"51136","ARTS"
"49861","Department of Communication, Coimbatore"
"51170","Science"
"48527","Faculty of Social Science"
"51885","University College of Social Science and Humanities"
"50324","School of Business Studies"
"49100","Sikshyasastri (B.Ed)"
"48338","Faculty of  Dental Science"
"49705","School of Engineering"
"51038","FACULTY OF COMMERCE"
"52228","FACULTY OF ENGINEERING & TECHNOLOGY"
"49207","Agriculture"
"52115","Education & Information Science"
"52478","School of Human and Environmental Sciences"
"50940","School of Engineering and Technology"
"48884","School of Management and Sciences"
"48300","Science"
"49810","Community College"
"50222","Faculty of Engineering"
"52113","Arts & Culture"
"52033","Management"
"49212","Engineering & Technology"
"52430","Lovely Faculty of Technology and Sciences"
"50243","Science"
"51167","Management"
"51579","Management"
"50120","Prof Qoumrul Hoque School of Education"
"48375","SCHOOL OF SCIENCE AND TECHNOLOGY"
"49372","School of Life Sciences, Thalassery"
"50700","Faculty of Science"
"51793","Computer Science & Applications"
"51777","Moral & Social Sciences"
"49382","Department of Teacher Education, Wayanad"
"49892","MARINE SCIENCE"
"49725","Music"
"47992","Faculty of Design"
"49216","Alliance College of College of Arts, Sciences  and Humanities"
"49803","Centre for Distance Education"
"50875","Faculty of Management"
"48694","Education"
"49225","Sai School of Management & Commerce Studies"
"52065","School of Life Sciences"
"49942","Inter University Centre for Disability Studies"
"50898","Medical"
"52097","Faculty of Computer Application"
"49251","Faculty of Arts & Social Sciences"
"48326","Palli-Siksha Bhavana (Institute of Agriculture)"
"52119","Business Studies"
"49352","School of Development Studies, Thalassery"
"51352","Centre for postgraduate studies"
"51709","Faculty of Engineering and Technology"
"52452","Staff Training And Research Institute of Distance Education"
"48443","Engineering"
"51657","Faculty of Medicine"
"49688","School of Mathematical and Physical Sciences"
"48209","Faculty of Arts & Humanities / VBT's Institute of Arts & Humanities"
"51702","Hospital Administration"
"50235","School of Humanities and Social Science"
"48421","Faculty of Arts"
"51014","Faculty of performing and Visual Arts"
"50976","GITAM Institute of Medical Sciences and Research"
"52059","School of Language, Literature and Culture Studies"
"48546","FACULTY OF EDUCATION"
"48591","School of Chemical Sciences"
"51673","School of Chemical Science & Technology (CST)"
"52226","Academic Service Division"
"52231","FACULTY OF HOSPITALITY"
"48121","Faculty of Business Administration"
"48354","Faculty of Science"
"49227","Faculty of Science"
"48052","Faculty of Physical Sciences"
"49543","School of Earth and Atmospheric Sciences"
"50034","MANAGEMENT"
"51374","Amity School of Applied Science"
"52112","Faculty of Sciences"
"51346","Arts"
"49337","Social Science"
"50295","School of Environment and Earth Sciences"
"52362","School of Basic and Applied science"
"49718","School of Life and Allied Sciences"
"48977","School of Mechanical Sciences"
"51008","FACULTY OF NURSING"
"51958","ARTS"
"51217","Humanities"
"49731","PROFESSIONAL COURSES"
"52053","Faculty of Maharishi Vedic Science"
"51671","School of Engineering and Technology (EAT)"
"51892","Centre for Modelling Simulation and Design"
"50314","ENGINEERING"
"51148","Faculty of Education & Allied Sciences"
"51771","Arts & Fine Arts"
"49273","Commerce"
"49095","School of Mechanical and Construction Engineering"
"50312","Ph.D."
"49196","School of Basic and Applied Sciences"
"48388","Faculty of Engineering & Technology"
"50712","Faculty of Law"
"50975","Institute of Management"
"48838","Institute of Education and Research"
"50808","National Institute of Technology, Uttarakhand"
"48235","Faculty of Behavioural Sciences"
"48286","Polytechnic in Agriculture- Dhari"
"51451","Faculty of Management Studies"
"48509","FACULTY OF HUMANITIES"
"51059","Faculty of Arts, Mangalore University"
"49650","School of Animal Biotechnology"
"51415","Faculty of Life Sciences"
"49792","Faculty of Commerce"
"50003","Engineering and Technology"
"49457","Home Science"
"51893","College of Integrated studies"
"52367","Faculty of Science & Humanities"
"48531","Faculty of Physical Education and Sports"
"49149","Certificate"
"49292","Faculty of Pharmaceutical Sciences"
"51471","Department of Computer Science and Engineering"
"52244","RKDF Homeopathic Medical college and Hospital Research Center"
"48281","School Of Liberal Studies"
"48755","Forest Research Institute University, Dehradun"
"51047","Arts"
"52085","National Institute of Technology, Rourkela"
"51521","Humanities & Social Sciences"
"51685","School of Life Style and Design"
"51082","Faculty of Dental Sciences"
"51475","Department of Chemistry"
"47751","5-Year Integrated Courses"
"49514","Amity Institute of Liberal Arts"
"50837","Faculty of Engineering/ School of Computer & Information Technology"
"51213","Architecture"
"51494","Faculty of Arts"
"52290","School of Civil Engineering"
"51144","Dr.B.R.Ambedkar University, Srikakulam"
"51762","Maharaja Agrasen School of Architecture & Design"
"50226","Faculty of Hospitality Management & Catering Technology"
"47766","Library and Information Sciences"
"52464","School of Computer & Information Sciences"
"52467","School of Foreign Languages"
"50831","Faculty of Design/ School of Planning & Design"
"48903","School of Law"
"49455","School of Law"
"49943","Centre for English Language and Communication skills"
"51696","Department of Civil Engineering"
"49153","Christian College of Nursing"
"47794","Life Science"
"49298","Interdisciplinary Schools"
"49774","School of Physical Education & Sports"
"48798","Science"
"51246","School of Sciences"
"49429","P.G. Diploma"
"49449","School of Physiotherapy"
"50168","School of Educational Studies"
"51149","Faculty of Applied Science"
"51725","Nursing"
"51770","Law"
"48299","Business Studies"
"49362","Department of Library and Information Science, Thalassery"
"49923","School of  Management and Business Studies, Priyadarsini Hills, Kottayam-686560"
"51141","Faculty of Vedabhashya"
"47765","SCIENCE & HUMANITIES"
"51572","Faculty of International Trade & Comerce"
"49188","Management"
"49944","School of  Tourism Studies, Priyadarsini Hills,Kottayam-686560"
"50717","Ph.D.(Home Science)"
"51832","AMITY SCHOOL OF HOSPITALITY, KOLKATA"
"51847","Arni School of Business Management"
"48856","School of Social Sciences"
"51145","Faculty of Management Studies"
"51497","Faculty of Life Science"
"49567","Fine Arts, Music and Home Science"
"51986","Applied Sciences"
"52200","School of Languages Sciences"
"50329","Centres"
"50783","University College of Engineering Vizianagaram (UCEV)"
"49618","Faculty of Basic Sciences"
"49986","Department of Indian Culture and Tourism"
"51795","Arts & Language"
"48366","Pharmaceutical Analysis"
"47941","Veda & Vedang"
"49385","COMPUTER APPLICATION"
"51089","School of Biosciences and Biotechnology"
"48979","Arts"
"49205","Management"
"51967","Faculty of Information Technology"
"49842","Humanities & Social Sciences / Nims School of Humanities & Social Sciences"
"52106","Education"
"51738","Science"
"47921","Research Department"
"51021","Population Research Centre"
"51208","School of Management"
"52243","RKDF Dental College and Research Center"
"51272","School of Studies in Social Science"
"51421","Musicology"
"50710","Faculty of Science & Technology"
"48340","Faculty of  Technology"
"49646","Faculty of Commerce"
"49771","School of Pharmacy"
"48414","School of Media Studies"
"51033","FACULTY OF SCIENCE"
"51249","School of Commerce"
"48240","Faculty of Physical Sciences"
"50588","Life Science"
"50768","SANTOSH DENTAL COLLEGE"
"49229","FACULTY OF COMMERCE"
"51774","Modern Sciences & Professional Skills"
"51898","School of Humanities"
"48729","School of Fine & Performing Arts"
"51169","Engineering & Technology"
"51333","Engineering"
"50137","Law"
"51074","Education"
"49064","Management-Jaypee Business School"
"49799","Jawaharlal Nehru Medical College"
"48930","Glocal School of Technology"
"48725","School of Media Studies"
"52086","Faculty of Engineering"
"50047","SOCIAL SCIENCE"
"52239","RKDF College of Pharmacy"
"52297","School of Commerce & Management"
"51216","Hospitality Management"
"51605","Biological Science"
"50140","Indic Studies"
"50769","SANTOSH MEDICAL COLLEGE & SANTOSH  DENTAL  COLLEGE"
"47946","School of International Studies"
"48245","SGT College of Pharmacy"
"50326","School of Physical Science"
"51911","AGRICULTURAL COLLEGE, BIJAPUR, UAS DHARWAD"
"52009","Faculty of Medicine (Unani)"
"48934","Centres"
"50995","Research & Development"
"50196","SCHOOL OF LAW"
"48837","Faculty of Humanities"
"48184","INSTITUTE OF INFORMATION & COMMUNICATION TECHNOLOGY"
"49051","OFFICE OF THE REGISTRAR"
"49548","School of Information and Communication Studies"
"52436","School of Gender & Development Studies"
"49247","Faculty of Pharmacy"
"50085","FORENSIC MEDICINE"
"50810","SCIENCE"
"51215","Library Sciences"
"50109","Information and Computer Science"
"50835","Faculty of Engineering/ School of Automobile Mechanical & Mechatronics Engineering"
"52350","Faculty of Management Studies"
"48335","Faculty of Vocational, Professional and Interdisciplinary Studies"
"48806","School of Medical Sciences & Research"
"52175","Faculty of Arts"
"48989","Faculty of Education"
"50809","ARTS"
"50049","Computer Application"
"50914","School of Engineering"
"48064","SCHOOL OF LAW"
"49888","Invertis Institute of Law"
"51400","Faculty of Life Sciences"
"51743","ATAL BIHARI VAJPAYEE HINDI VISHWAVIDYALAYA"
"50043","EDUCATION"
"52099","Faculty of Humanities & Languages and Arts"
"49450","School of Engineering"
"50806","University School of Law and Legal Studies"
"51115","Education"
"51507","EE"
"51298","Social Sciences"
"48857","School of Life Sciences"
"50745","School of Social Sciences"
"52181","Electronics & Communication Engineering"
"50218","Science"
"48662","School of Language"
"50595","Reasi  Campus"
"51114","Mental, Moral & Social Science"
"52324","Languages"
"48834","Institute of Biomedical Education and Research"
"49878","Amrita School of Education, Mysore"
"47786","Faculty of Performing Art"
"51940","Faculty of Engineering & Technology"
"48556","Faculty of Dental Sciences"
"48524","PHARMACY"
"48047","Faculty of Pharmaceutical Science"
"52323","Management Sciences"
"47807","Jindal Global Business School"
"49342","School of Vedic Studies"
"47806","Jindal School of Government and Public Policy"
"50786","National Centre of Experimental Mineralogy and Petrology"
"52227","School of Computer Science"
"52101","Faculty of Education"
"49138","Faculty of Engineering"
"51270","School of Studies in Law"
"48900","School of Humanities"
"48844","Chitkara College of Pharmacy"
"48285","Law"
"48792","Fisheries"
"51894","School of Mathematics and Statistics"
"48974","Nano Science & Technology"
"51839","FACULTY OF LAW"
"49843","Fine Arts"
"50057","ADVANCE CARDIAC CENTRE"
"52299","School of Law"
"47972","M.A Sociology"
"51993","Commerce and Management"
"51650","Faculty of Paramedical Sciences"
"52007","Directorate of Open and Distance Learning"
"48206","School of Languages"
"51259","Humanities"
"50778","School of Economics and Commerce"
"49245","Faculty of Science"
"50960","Sowa Rigpa & Bhot Jyotish"
"49220","Shastri (BA)"
"51339","Humanities"
"51121","Faculty of Health & Nutrition"
"49324","FACULTY OF SCIENCE"
"52005","Faculty of Engineering and Inter-disciplinary Sciences"
"48992","Faculty of Agricultural Science & Technology"
"47755","Management Studies"
"50698","Faculty of Business Management"
"50358","BUSINESS STUDIES"
"51732","School of Education"
"49338","Education"
"48872","School of Design"
"49310","Social Science"
"50174","Directorate of Distance Education"
"50825","Faculty of Engineering"
"51538","SCHOOL OF HUMANITIES AND LANGUAGES"
"51308","School of Management and Labour Studies"
"48459","Faculty of Physical Sciences"
"50572","Faculty of Humanities and Philology"
"49044","Science"
"50724","School of Engineering"
"49082","LAW"
"49359","School of English & Foreign Languages, Thalassery"
"49250","Faculty of Engineering & Technology"
"49927","School of  Physical Education, Priyadarsini Hills, Kottayam-686560"
"47974","M.A English"
"49784","Faculty of Management Studies & Research"
"50227","Faculty of Dental Sciences"
"49162","Joseph School of Business Studies"
"49304","Agricultural Engineering"
"49305","Horticulture"
"49735","SCIENCE"
"52378","FACULTY OF LAW"
"50118","School of Business Sciences"
"52314","MGM Institute's University Department of Physiotherapy, Aurangabad"
"52459","Research Unit"
