"id","address_line1","address_line2","city","state_code","district_code","website","area","constructed_area","year_of_establishment","year_of_recognition","nodalofficer_id","location","awards_degree_through_university","university_id","girl_exclusive","staff_quarter_available","staff_quarter_id","student_hostel_available","no_of_student_hostel","management_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","is_accredited","is_foreign_students_enrolled","offers_scholarship","offers_loan","offers_distance_programme","pin_code","has_fellowships","fellowships_id","ministry_id","has_other_minority_data"
"2769","PREMIER NAGAR,POLLACHI MAIN ROAD,OTHAKKALMANDAPAM","COIMBATORE-641032","COIMBATORE","33","632","www.ckpcindia.org","16.9400000000000013","15792","1985","1985","183358","R","false","","false","false","","true","1","6","CHRIST THE KING INSTI. OF TECHNOLOGY OTHAKKALMANDAPAM","2015","178911","178898","178894","","10.5200001000000007","77.0000100000000032","97843","","false","false","true","false","false","641032","true","5045","","true"
"12669","VIDYANAGAR","RAICHUR","RAICHUR","29","559","","15006","819","2004","2004","183371","U","false","","false","false","","false","0","6","INFANT JESUS D.ED COLLEGE, RAICHUR","2015","178924","178911","178907","","","","97852","","false","false","true","false","false","584103","false","","","false"
"3119","Pulavarnatham post,","Mariammankovil via,","Thanjavur -613501","33","620","www.vandayar.com","5","8470","2005","2005","183375","R","false","","false","false","","true","1","6","VANDAYAR POLYTECHNIC COLLEGE PULAVARNATHAM","2015","178928","178915","178911","","10.7800010000000004","79.2100010000000054","97855","","false","false","true","false","false","613501","false","","","false"
"2723","KARUNDEVANPALAYAM,","NANJAI UTHUKKULI (PO),","ERODE","33","610","www.alameenpolytechnic.com","20","10661.5","1984","1984","183381","R","false","","false","false","","true","2","6","AL AMEEN POLYTECHNIC COLLEGE ERODE","2015","178934","178921","178917","","11.2699099999999994","77.7677199999999971","97860","","false","false","true","false","false","638104","false","","","true"
"12725","KARIKUDI - THIRUPPATHUR MAIN ROAD, PILLAIYARPATTI ROAD","KUMMANGUDI,ADHIKARAM(post), SIVAGANGAI","THIRUPPATHUR","33","622","www.vivekanandpolytechniccollege.com","8.75999999999999979","6943","2008","","183399","R","false","","false","false","","true","1","6","VIVEKANADA POLYTECHNIC COLLEGE, SIVAGANGAI","2015","178952","178939","178935","","10.2074499999999997","78.9090199999999982","97874","13957","false","false","true","true","false","630207","false","","","false"
"14040","VILL. AHIRAULI, P.O. AYER BAZAR, TEHSIL SADAR,VARANASI","","VARANASI","09","197","www.aprupeducation.com","1.5","2520","2012","2012","183401","R","false","","false","false","","false","0","6","AAPROOP SIKSHAN SANSTHAN, VILL-AHIRAULI, PO-AAYARBAZAR, THE-SADAR, VARANASI","2015","178954","178941","178937","APRUP SHIKSHAN SANSTHAN IS LOCATED AT VILL. AHIRAULI, P.O. AYAR BAZAR, TAHSIL SADAR, BLOCK- HARAHUA, DISTT. VARANASI","25.424513000000001","82.9490909999999957","97875","","false","false","true","false","false","221210","false","","","false"
"12796","T.J.S POLYTECHNIC COLLEGE,","PERUVOYAL VILLAGE,KAVARAIPET-POST","GUMMIDIPONDI-T.K","33","602","WWW.TJSPC.IN","5.12999999999999989","12079","2010","2010","183402","R","false","","false","false","","true","1","6","T.J.S POLYTECHNIC COLLEGE, THIRUVALLUR","2015","178955","178942","178938","","12.2569499999999998","82.2569199999999938","","","false","false","false","false","false","601206","false","","","false"
"4699","Barkhedi Kalan","Bhadbhada Road","Bhopal","23","444","www.rdmnursingcollege.org","3","7386.72069999999985","2008","2008","183413","U","false","","false","false","","true","2","5","R D MEMORIAL SCHOOL OF NURSING BHOPAL","2015","178966","178953","178949","","23.2040359999999986","77.3543329999999969","97879","","false","false","true","false","false","462044","false","","","true"
"4354","NRUPATHUNGA ROAD","BANGALORE GPO","BANGALORE","29","572","www.stmarthasnursingcollege.com","3","7667","1933","1947","183426","U","false","","true","true","48386","true","1","6","ST MARTHA'S HOSPITAL SCHOOL OF NURSING BANGALORE","2015","178979","178966","178962","Our School of Nursing is affiliated to Karnataka State Diploma in Nursing Examination Board and is recognized by the Karnataka State Nursing Council and the Indian Nursing Council","","","97889","13959","false","false","true","true","false","560001","false","","","true"
"12805","PRINCIPAL, UMA CHARAN PATNAIK ENGINEERING SCHOOL","BERHAMPUR","BERHAMPUR","21","388","www.ucpes.in","49.7899999999999991","15399","1956","1956","183435","U","false","","false","true","48390","true","3","2","UMA CHARAN PATNAIK ENGINEERING SCHOOL, BERHAMPUR","2015","178988","178975","178971","","19.3098829999999992","84.8245440000000031","97897","","false","false","true","false","false","760010","false","","","true"
"9667","Rehki Road Seloo Dist. Wardha","Rehki Road Seloo Dist. Wardha","Wardha","27","504","www.kinkareducation.org","3.97500000000000009","4402.57999999999993","2006","2006","183439","R","false","","false","false","","false","0","6","NAVNEET BAHUDDESHIYA SANSTHAS KINKAR COLLEGE OF EDUCATION SELOO WARDHA","2015","178992","178979","178975","","20.8417899999999996","78.6863900000000029","97899","","false","false","true","false","false","442104","false","","","false"
"2722","Errattaikaradu, Paruvachi,","Bhavani - TK","Erode - 638312","33","610","www.apclive.org","7.25999999999999979","8.33399999999999963","2009","2009","183443","R","false","","false","false","","true","2","6","AISHWARYA POLYTECHNIC COLLEGE PARUVACHI","2015","178996","178983","178979","","11.3600010000000005","77.3800009999999929","97903","","false","false","true","false","false","638312","false","","","false"
"6711","K.H.B.Colony,","Karinanjanapura Road,","Chamarajanagar","29","578","www.siddarthatti.com","0.599999999999999978","606","2005","2005","183451","U","false","","false","false","","false","0","6","SIDDARTHA TEACHERS TRAINING INSTITUTE CHAMARAJANAGAR","2015","179004","178991","178987","","11.9200009999999992","76.9500010000000003","97909","","false","false","true","false","false","571313","false","","","false"
"6213","VPO Nerchowk,Tehsil and District Sadar Mandi","Pin-175008","Mandi","02","027","www.abhilashi-edu.in","1","2005","2007","2007","183465","R","false","","false","false","","true","2","6","ABHILASHI JBT TRAINING INSTITUTE MANDI","2015","179018","179005","179001","","","","","","false","false","false","false","false","175008","false","","","false"
"4498","koyilihospital","pallikunnu po","kannur","32","589","www.koyilihospital.com","3","5864","1881","1981","183472","U","false","","true","true","48399","true","1","5","KOYILI HOSPITAL KANNUR","2015","179025","179012","179008","all informations are correct","23.2989099999999993","78.1236499999999978","","","false","false","false","false","false","670004","false","","","false"
"12763","9/366,PALLAKADU","GANGAVALLI","GANGAVALLI","33","608","--","20","80937.1000000000058","2010","2010","183475","R","false","","false","true","48400","true","1","5","GOLDEN POLYTECHNIC COLLEGE PALLAKKADU VILLAGE, SALEM","2015","179028","179015","179011","","11.5408322000000005","78.6449726999999967","97921","","false","false","true","false","false","636105","false","","","false"
"4651","by pass road bhind","by pass road bhind","bhind","23","420","www.cdsnursing.com","0.723999999999999977","31538","2009","2009","183477","U","false","","false","false","","true","2","6","CH DELIP SINGH NURSING COLLEGE BHIND","2015","179030","179017","179013","","","","97923","","false","false","true","false","false","477001","false","","","false"
"2886","N.P.R NAGAR, ULUPPAGUDI","PUNNAPATTI (POST)","NATHAM","33","612","www.nprcolleges.org","10.5500000000000007","11576","2007","2007","183489","R","false","","false","false","","true","2","6","N P R POLYTECHNIC COLLEGE PUNNAPATTI","2015","179042","179029","179025","","10.5267300000000006","72.3456199999999967","97928","","false","false","true","false","false","624401","false","","","true"
"3125","Melputhiyandal","Tiruvannamalai","Tiruvannamalai","33","606","www.vigneshgroupofcollege.com","12.3100000000000005","11070","1995","1995","183500","R","false","","false","false","","true","1","6","VIGNESH POLYTECHNIC COLLEGE KIZHKACHIRAPET","2015","179053","179040","179036","","12.1800010000000007","79.0600000999999963","97934","","false","false","true","false","false","606603","false","","","true"
"2987","R.GOBINATHAMPATTY(PO),MORAPPUR(VIA),HARUR(TK)","","DHARMAPURI","33","630","www.skptc.in","5.08999999999999986","6300","2009","2009","183503","R","false","","false","false","","true","1","6","SHRI KRISHNAA POLYTECHNIC COLLEGE -","2015","179056","179043","179039","","","","97935","","false","false","true","false","false","635305","false","","","false"
"4098","KASHANA KAREEM H.NO - 4-601/43/1/35, BAREY HILLS, NEAR ADARSH NAGAR RING ROAD GULBARGA","KASHANA KAREEM H.NO - 4-601/43/1/35, BAREY HILLS, NEAR ADARSH NAGAR RING ROAD GULBARGA","GULBARGA","29","579","www.alkareemglb.com","6","14500","2004","2004","183507","U","false","","false","true","48409","true","6","6","KHADIJA NURSING SCHOOL GULBARGA","2015","179060","179047","179043","","","","","","false","false","false","false","false","585105","false","","","true"
"2765","CHANDY NAGAR","MULLAKKADU","THOOTHUKUDI","33","627","www.chandyeducation.org","10.9000000000000004","12306","2005","2005","183513","U","false","","false","false","","true","2","6","CHANDY POLYTECHNIC COLLEGE MULLAKKADU","2015","179066","179053","179049","","8.72434269999999934","78.1106623999999954","97941","","false","false","true","false","false","628005","false","","","true"
"2653","Vill-Vatika , Teshil-Sanganer, Jaipur","Vill-Vatika , Teshil-Sanganer, Jaipur","Jaipur","08","110","www.ripsvatika.org","11.5099999999999998","9988","2009","2009","183514","R","false","","false","false","","true","1","6","REGIONAL INSTITUTE OF POLYTECHNIC STUDIES VATIKA SANGANER, JAIPUR","2015","179067","179054","179050","","26.9166670000000003","75.8166669999999954","","","false","false","false","false","false","302018","false","","","false"
"12489","Banashankari Road","Banashankari Road","Badami","29","556","www.anjumandedbdm.org","14871","194215","2004","2004","183533","U","false","","false","false","","false","0","6","ANJUMAN KANNADA TTI, BADAMI","2015","179086","179073","179069","","","","","","false","false","false","false","false","587201","false","","","false"
"3289","N.H. 58 G.T. ROAD, NEAR KHARKHODA MOD","MOHIUDDINPUR","MEERUT","09","138","www.jindalinstitute.com","2.73799999999999999","4552","2010","2010","183538","U","false","","false","true","48413","false","0","6","JINDAL INSTITUTE OF POLYTECHNIC","2015","179091","179078","179074","","28.5320010000000011","77.3730010000000021","97955","","false","false","true","false","false","250205","false","","","false"
"12679","SINDHANOOR ROAD,MANVI","","MANVI","29","559","www.kpsvs.manvi","6","6000","2006","2006","183539","U","false","","false","false","","true","1","6","SRI SANGAMESHWARA V.KALMATH D.ED COLLEGE, MANVI","2015","179092","179079","179075","","16.0276500000000013","77.0072499999999991","","","false","false","false","false","false","584134","false","","","false"
"15301","VILL-PANWARI, POST-PANWAR JASRA","GAUHANIA KARMA ROAD KARCHHANA","ALLAHABAD","09","175","www.maasharadacollege.com","3","5016.76000000000022","2014","2014","183548","R","false","","false","true","48416","true","1","6","MAA SHARDA COLLEGE OF NURSING AND PARAMEDICAL SCIENCES","2015","179101","179088","179084","BUILDING MAINTINANCE EXPENCES -- Rs.200000.00","25.2900989000000003","81.8087720000000047","","","false","false","false","false","false","212107","false","","","false"
"8028","THAMARANKOTTAI VILLAGE","PATTUKKOTTAI TALUK","PATTUKKOTTAI","33","620","www.kumaranashiram.org","6","3148","2004","2004","183550","R","false","","false","true","48417","true","1","2","KUMARAN ASHARAM MEDICAL TRUST TTI THANJAVUR","2015","179103","179090","179086","","","","97963","","false","false","true","false","false","614613","false","","","false"
"2713","MANNAMPANDAL","MAYILADUTHURAI - 609 305","MAYILADUTHURAI","33","618","www.avcpoly.net","17.3999999999999986","10389","1983","1983","183557","R","false","","false","false","","true","2","6","A V C C POLYTECHNIC COLLEGE MANNAMPANDAL","2015","179110","179097","179093","","","","97969","","false","false","true","false","false","609305","false","","","false"
"2862","ARIYUR ANNAVASAL ROAD","PANAMPPATTI","PUDUKKOTTAI","33","621","www.mahathamacolleges.org","6.30999999999999961","7501","2008","2008","183567","R","false","","false","false","","true","2","6","MAHATH AMMA POLYTECHNIC COLLEGE ARIYUR","2015","179120","179107","179103","","10.7200009999999999","72.8000100000000003","","","false","false","false","false","false","622101","false","","","true"
"2761","vellathur village","Adhivaragapuram post","pallipet taluk","33","602","www.cmannamalai.org","5","7720","2009","2009","183587","R","false","","false","false","","false","0","6","C.M.ANNALMALAI POLYTECHNIC COLLEGE R K PET","2015","179140","179127","179123","","","","97989","","false","false","true","false","false","631303","false","","","false"
"2790","Vaniyambadi Road, Salai Nagar","Palnanguppam","Tirupattur","33","605","www.gppolytech.com","6.41000000000000014","8074.22999999999956","2009","2009","183590","R","false","","false","true","48425","false","0","6","G.P. POLYTECHNIC COLLEGE PALNANGUPPAM","2015","179143","179130","179126","","","","97991","","false","false","true","false","false","635601","false","","","false"
"4202","No 4&5 Laxmi Shanakarna","Mariyappanahalli","Bangalore","29","572","0","3","4000","2005","2005","183607","U","false","","false","true","48431","true","2","6","PATEL SCHOOL OF NURSING BANGALORE","2015","179160","179147","179143","","35.5685199999999995","92.5698399999999992","","","false","false","false","false","false","560056","false","","","false"
"12097","village Batawadi","TEHSIL-ANTA","BARAN","08","128","www.gpcbara.16mb.com","10","6350","2010","2010","183616","R","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC COLLEGE, BARAN","2015","179169","179156","179152","","25.2666700000000013","76.3847200000000015","98005","","false","false","true","false","false","325205","false","","","true"
"9996","MUKHAI","PABAL ROAD","MUKHAI","27","521","http://sksvpmukhai.org","5","2030.8900000000001","2007","2008","183617","R","false","","false","false","","false","0","6","SHRI KALBHAIRAONATH SHIKSHAN VIKAS PRATISHTHAN SMT. PARVATIBAI RAMRAO PALANDE D. ED. COLLEGE SHIRUR PUNE","2015","179170","179157","179153","","18.7534589999999994","74.0942859999999968","","","false","false","false","false","false","412208","false","","","false"
"15209","vill- BERI JAMA","DABKIROAD VIA CIVILHOSPITAL","SAHARANPUR","09","132","dbgisre.edu.in","5","25000","2010","2010","183626","R","false","","false","true","48435","true","2","6","DEV BHOOMI INSTITUTE OF POLYTECHNIC","2015","179179","179166","179162","","29.564309999999999","77.3634100000000018","98009","","false","false","true","false","false","247001","false","","","false"
"3024","METTUPALAYAM MAIN ROAD","SRK VIDYALAYA POST","PERIANAICKEN PALAYAM","33","632","www.srkv.org","26.6700000000000017","11530","1956","1956","183630","R","false","","false","true","48437","true","1","5","SRI RAMAKRISHNA MISSION VIDYALAYA POLY. COLLEGE GUDALUR","2015","179183","179170","179166","","11.1444220000000005","76.9422950000000014","98013","","false","false","true","false","false","641020","false","","","false"
"1559","Government Polytechnic College,","Sonaghati ,","Betul","23","447","www.govtpolybetul.nic.in","25","72842.0500000000029","1988","1988","183636","R","false","","false","true","48438","true","1","2","GOVT.POLYTECHNIC COLLEGE BETUL","2015","179189","179176","179172","","21.9213890000000013","77.8672219999999982","98019","","false","false","true","false","false","460001","false","","","true"
"15202","Khasara No.612, Hyderabad Road, Charlapally","Nalgonda (M & Town)","Nalgonda District","36","539","www.vcenalgonda.com","2.60000000000000009","2100","2012","2012","183640","R","false","","false","true","48440","false","0","6","VENKATESHWARA COLLEGE OF EDUCATION CHARLAPALLY NALGONDA","2015","179193","179180","179176","","17.0523890000000016","79.2671809999999937","98021","","false","false","true","false","false","508001","false","","","false"
"8240","Modakkurichi Main Raod,","Nanjai Uthukuli","Erode","33","610","www.sarahcoed.org","5.20000000000000018","3552","2004","2004","183643","R","false","","true","false","","true","1","6","SARAH TEACHER TRAINING INSTITUTE FOR GIRLS PONN STREET NANJAI UTHUKKULI","2015","179196","179183","179179","","11.2600876999999997","77.7746415000000013","","","false","false","false","false","false","638104","false","","","false"
"9584","NEAR DATEY SABHAGRUH","INGALE  NAGARI, ARVI ROAD, PIPARI MEGHE WARDHA","WARDHA","27","504","www.mbssav.com","2.02000000000000002","801","2006","2006","183644","R","false","","false","false","","false","0","6","MAHILA BAHUDDESHIYA SHIKSHAN SANSTHAS D. ED. COLLEGE OF EDUCATION WARDHA WARDHA","2015","179197","179184","179180","","","","98024","","false","false","true","false","false","442001","false","","","false"
"2968","6/34,THIRUCHENGODU MAIN ROAD,ARIYANOOR,","VEERAPANDI(PO)","SALEM","33","608","www.salemkongupolytechnic.org","6.16999999999999993","9811","2008","2008","183652","R","false","","false","false","","false","0","6","SALEM KONGU POLYTECHNIC COLLEGE VEERAPANDI","2015","179205","179192","179188","","","","98032","","false","false","true","false","false","636308","false","","","false"
"13960","144,VANCHUVANCHERY VILLAGE,","PADAPPAI POST, KANCHIPURAM DISTRICT-601301","kancheepuram","33","604","www.thirumagalpolytechnic.com","5.09999999999999964","","2012","2016","183658","R","false","","false","false","","false","0","6","THIRUMAGAL POLYTECHNIC COLLEGE, VANCHUVANCHERY, SRIPERUMBUDUR","2015","179211","179198","179194","","12.8754030000000004","80.001457000000002","","","false","false","false","false","false","601301","false","","","false"
"4584","KANNIYAMPURAM PO ,OTTAPALAM","KANNIYAMPURAM OTTAPALAM PALAKKAD DT","OTTAPALAM","32","593","www.valluvanadhospital.com","2.01399999999999979","3957","2001","2001","183669","R","false","","false","false","","true","1","6","SCHOOL OF NURSING KANNIAMPURAM OTTAPALAM PALAKKAD","2015","179222","179209","179205","","10.2300009999999997","72.6500010000000032","","13977","false","false","false","true","false","679104","false","","","true"
"12235","N.H.234,KANAKATTE-573144","ARSIKERE TALUK,HASSAN DISTRICT","KANAKATTE","29","574","www.vidyaranyainstitutions.org","5.48000000000000043","1505","2004","2004","183674","R","false","","false","true","48446","true","2","6","VIDYARANYA DED COLLEGE KANAKATTE ARSIKERE TALUK, HASSAN","2015","179227","179214","179210","THIS INSTITUTION RUNNING IN A RURAL AREA WITH GOOD ACADEMIC INFRASTUCTURE.STUDENTS ADMIISSIONS IS DROPPED DUE TO NON RECRIUTMENT OF TEACHERS.","13.5167009999999994","76.3167009999999948","98046","","false","false","true","false","false","573144","false","","","false"
"12243","N H 234, KANAKATTE -573144","ARSIKERE TALUK, HASSAN DISTRICT","KANAKATTE","29","574","www.vidyaranyainstitutions.org","5.48000000000000043","1226","1985","1995","183681","R","false","","false","true","48447","true","2","6","VIDYARANYA DPED COLLEGE KANAKATTE ARSIKERE TALUK, HASSAN","2015","179234","179221","179217","THIS INSTITUTION IS RUNNING IN A RURAL AREA WITH GOOD ACADEMIC INFRASTRUCTURE.STUDENTS ADMISSIONS IS DROPPED DUE TO NON RECRUITMENT OF TEACHERS.","13.5167009999999994","76.3167009999999948","98052","","false","false","true","false","false","573144","false","","","false"
"8629","DISTRICT INSTITUTE OF EDUCATION & TRAINING, SARNATH,VARANASI","","VARANASI","09","197","www.dietvaranasi.com","9.52200000000000024","6.08499999999999996","1990","1990","183697","U","false","","false","true","48448","true","2","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING, VARANASI","2015","179250","179237","179233","Diet, Sarnath situated near police station sarnath, varanasi.","","","","","false","false","false","false","false","221007","false","","","false"
"12912","School of Nursing, Coimbatore Medical College Hospital","","","33","632","","","","1935","1935","183700","U","false","","true","false","","true","3","2","SCHOOL OF NURSING, COIMBATORE MEDICAL COLLEGE & HOSPITAL, COIMBATORE","2015","179253","179240","179236","","","","","","false","false","false","false","false","641018","false","","","false"
"8193","K.S.R KALVI NAGAR","THOKKAVADI","TIRUCHENGODE TK","33","609","www.rrtti.com","5.16000000000000014","3321.03999999999996","2004","2004","183704","R","false","","false","false","","false","0","6","RAJAMMAL RANGASAMY ELEMENTARY TTI TIRUCHENGODE","2015","179257","179244","179240","","11.3577639999999995","77.8293199999999956","98066","","false","false","true","false","false","637215","false","","","false"
"2937","KUMARAN KOTTOM CAMPUS","KANNAMPALAYAM, SULUR","COIMBATORE","33","632","www.rvsptc.ac.in","5","8443","2006","2006","183709","U","false","","false","true","48452","true","2","6","R V S POLYTECHNIC COLLEGE KANNAMPALAYAM","2015","179262","179249","179245","","11.1570009999999993","77.1080010000000016","98070","","false","false","true","false","false","641402","false","","","false"
"2872","DISTILLERY ROAD","NAGERCOIL","NAGERCOIL","33","629","www.csimgp.ac.in","5.20999999999999996","9038","1983","1983","183721","U","false","","false","false","","true","1","6","MODERATOR GNANADASAN POLYTECHNIC COLLEGE VADASERY","2015","179274","179261","179257","","","","98079","","false","false","true","false","false","629001","false","","","true"
"10006","at. post Butibori","","Nagpu","27","505","www.shrimaharanapratap.org","0.599999999999999978","800","2007","2007","183753","R","false","","false","false","","false","0","6","SHRI MAHARANAPRATAP ADHYAPAK VIDYALAYA BUTI BORI NAGPUR","2015","179306","179293","179289","","","","","","false","false","false","false","false","441108","false","","","false"
"3433","NH 72, NEXT TO DOON GLOBAL SCHOOL","JAHJHRA, TEHSIL VIKASNAGAR","DEHRADUN","05","060","www.northerninstitute.in","1.5","5835","2011","2011","183755","R","false","","false","false","","false","0","6","NORTHERN INSTITUTE OF MANAGEMENT STUDIES, DEHRADUN","2015","179308","179295","179291","","30.0000029999999995","77.0000009000000034","98104","","false","false","true","false","false","248007","false","","","false"
"3151","PARASARA (GAJOKHAR)","PHOOLPUR","VARANASI","09","197","www.bipevns.org","5.40000000000000036","10350","2010","2010","183757","R","false","","false","true","48466","true","1","6","BANARAS INSTITUTEOF POLYTECHNIC & ENGINEERING","2015","179310","179297","179293","","23.1245599999999989","82.1265599999999978","98106","","false","false","true","false","false","221206","false","","","false"
"12739","INDIRA NAGAR, EARAYANKADU VILLAGE & POST","VIA SEDHUVALAI, VELLORE TALUK & DIST","VELLORE-632104","33","605","www.sapcvellore.com","5","3512","2010","2010","183778","R","false","","false","false","","false","0","6","SRI ANNAI POLYTECHNIC COLLEGE, VELLORE","2015","179331","179318","179314","","","","98120","","false","false","true","false","false","632104","false","","","false"
"2932","KEELAPALAYAR","PATTEESWARAM","KUMBAKONAM - 612703","33","620","kprpc586@gamil.com","10.3399999999999999","7500","2006","2006","183779","R","false","","false","false","","false","0","6","PONNAIYAH RAMAJAYAM POLYTECHNIC COLLEGE KEELAPALAYUR VILLAGE","2015","179332","179319","179315","","10.2350010000000005","79.1250009999999975","98121","","false","false","true","false","false","612703","false","","","false"
"8822","PATELNAGAR, P.O- M.D BAZAR(TS)","PS-M.D BAZAR","SURI","19","334","","6.71999999999999975","3600","1957","1997","183786","R","false","","false","true","48473","true","2","2","MD. BAZAR GOVT. SPONSORED PRIMARY TEACHERS TRAINING INSTITUTE KOLKATA","2015","179339","179326","179322","","23.5500100000000003","87.5300100000000043","98127","","false","false","true","false","false","731132","false","","","false"
"5867","Lokbharti Adhyapan Mandir","Lokbharti Campus","Sanosara","24","481","Lokbharti.org","0.212999999999999995","608.720000000000027","1948","1948","183788","R","false","","false","true","48475","true","3","3","LOKBHARATI ADHYAPAN MANDIR BHAVNAGAR","2015","179341","179328","179324","","","","98129","","false","false","true","false","false","364230","false","","","false"
"3033","Venkatachalapuram","","Sattur","33","625","www.srnmpolytechnic.com","8.38000000000000078","10325","2009","2009","183790","R","false","","false","false","","false","0","6","SRI S RAMASAMY NAIDU MEMORIAL POLYTECHNIC COLLEGE E MUTHULINGAPURAM","2015","179343","179330","179326","","9.37648699999999913","77.9145369999999957","98131","13988","false","false","true","true","false","626203","false","","","false"
"4242","Meda Halli, Old Madras Road,","Virgo Nagar Post","Bangalore","29","572","www.sjesinstitutions.ac.in","2.5","7275","2005","2005","183814","U","false","","false","false","","true","2","6","S J E S SCHOOL OF NURSING BANGALORE","2015","179367","179354","179350","","13.0102799999999998","77.4205400000000026","","","false","false","false","false","false","560049","false","","","false"
"11210","Durtlang North","","Aizawl","15","283","www.mhtc.in","3.66999999999999993","4730","1975","1975","180363","U","false","","false","true","47539","true","2","2","MIZORAM HINDI TRAINING COLLEGE","2015","175916","175903","175899","","","","","","false","false","false","false","false","796025","false","","","true"
"14996","PANCHAYAT  BHAWAN / VILLEGE -BANSBAGARH","TRHSIL-MUNSIYARI","BANSHBAGARH","05","062","ukdte.org","5","0","2014","2014","183829","R","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC BANSBAGARH","2015","179382","179369","179365","","","","","","false","false","false","false","false","262555","false","","","false"
"3078","T.P.K. ROAD","MADURAI - 625 011","MADURAI","33","623","www.tamilnadupolytechnicmadurai.com","16.370000000000001","10.3000000000000007","1946","1946","183841","U","false","","false","true","48494","true","3","2","TAMILNADU POLYTECHNIC COLLEGE -","2015","179394","179381","179377","","10.9081349999999997","78.1090449999999947","98165","","false","false","true","false","false","625011","false","","","false"
"2766","MADURAI ROAD,LENA VILAKKU,","PILIVALAM (PO),","THIRUMAYAM (TK),","33","621","www.chendhuranpoly.in","13.4700000000000006","8813.82999999999993","2007","2007","183861","R","false","","false","false","","true","2","6","CHENDURAN POLYTECHNIC COLLEGE PILIVALAM","2015","179414","179401","179397","","10.2930050000000008","78.7654169999999993","98180","13998","false","false","true","true","false","622507","false","","","true"
"15342","VILL & POST- PANDUI","NARAINI ROAD","BANDA","09","170","","28638","8633.26000000000022","2008","","183869","R","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC NARAINI","2015","179422","179409","179405","","24.1800010000000007","82.3000009999999946","98183","","false","false","true","false","false","210001","false","","","false"
"1128","P.O.RAJWARI,TEHSIL SADAR,DISTT.MANDI","","","02","027","","","853.129999999999995","2009","","183876","R","false","","false","false","","false","0","6","NATRAJ POLYTECHNIC VILLAGE SAINTHAL P.O. RAJWARI NEAR HATESHWARI MATA MANDIR DISTT. MANDI","2015","179429","179416","179412","","","","98187","","false","false","true","false","false","175027","false","","","false"
"694","POLY ROAD, PANIGAON","PANIGAIN, P.O. ITACHALI","NAGAON","18","305","www.nowgongpolytechnic.in","18.3299999999999983","17224","1961","2000","183885","R","false","","false","true","48504","true","3","2","NOWGONG POLYTECHNIC NAGAON-782001","2015","179438","179425","179421","","26.2124009999999998","92.4230009999999993","98193","14000","false","false","true","true","false","782003","false","","","true"
"8271","Thavalam,","Ittikkal Agaram (PO)","krishnagiri","33","631","","1.31000000000000005","24000","2004","2004","183887","R","false","","false","false","","false","0","6","SHRI BHARATHI TEACHER TRAINING INSTITUTE ROYAKOTTAH","2015","179440","179427","179423","","","","","","false","false","false","false","false","635112","false","","","false"
"12582","BIJAPUR ROAD, SINDAGI","TQ: SINDAGI DT: BIJAPUR","BIJAPUR","29","557","www.spcpedsindagi.com","26.3599999999999994","1500","1982","1982","183889","U","false","","false","false","","true","2","6","SRI PADMARAJ D.P.ED COLLEGE, SINDAGI","2015","179442","179429","179425","","16.9058859999999989","76.2294370000000043","","","true","false","false","false","false","586128","false","","","false"
"3418","RANIPUR POST PURANDERPUR TEHSIL PHARENDA","DISTT MAHARAJGANJ","MAHARAJGANJ","09","187","www.ypmips.org.in","5.125","5180","2009","","183891","R","false","","false","false","","false","0","6","YABUVANSH PRASAD MISHRA INSTITUTE OF PROFESSIONAL STUDIES","2015","179444","179431","179427","","23.5900099999999995","","98195","","false","false","true","false","false","273155","false","","","false"
"15248","MADHUKAR NAGAR COLONY, RUPPANPUR","NATUI, SARNATH","VARANASI","09","197","www.haribandhufractureclinic.com","0.625","5477.5630000000001","2015","2015","183904","U","false","","false","false","","true","1","6","HARI BANDHU NURSING AND PARAMEDICAL INSTITUTE","2015","179457","179444","179440","","25.3761663999999989","83.022711000000001","","","true","false","false","false","false","221007","false","","","false"
"12514","P.O.GAUCHAR ,CHAMOLI","gauchar","GAUCHAR","05","057","www.dietgaucharchamoli.com","0.665000000000000036","850","1996","1996","183917","U","false","","false","false","","false","0","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING, GAUCHAR (CHAMOLI)","2015","179470","179457","179453","","30.000001000000001","70.0000009999999975","","","false","false","false","false","false","246429","false","","","false"
"2762","SEVANTHAMPATTY,THUVARANKURICHI","MANAPPARAI(TK)","TRICHY(DT)-621314","33","614","www.crvpolytechniccollege.org","5.03000000000000025","8690","2010","2010","183922","R","false","","false","false","","false","0","6","C.R.V POLYTECHNIC COLLEGE","2015","179475","179462","179458","","27.4000400000000006","70.4500010000000003","98212","","false","false","true","false","false","621314","false","","","false"
