"dist_code","st_code","name","sno"
"169","09","Mahoba","606"
"170","09","Banda","607"
"171","09","Chitrakoot","608"
"172","09","Fatehpur","609"
"173","09","Pratapgarh","610"
"174","09","Kaushambi","611"
"175","09","Allahabad","612"
"176","09","Bara Banki","613"
"177","09","Faizabad","614"
"178","09","Ambedkar Nagar","615"
"179","09","Sultanpur","616"
"180","09","Bahraich","617"
"181","09","Shrawasti","618"
"182","09","Balrampur","619"
"183","09","Gonda","620"
"184","09","Siddharthnagar","621"
"185","09","Basti","622"
"186","09","Sant Kabir Nagar","623"
"187","09","Mahrajganj","624"
"188","09","Gorakhpur","625"
"189","09","Kushinagar","626"
"190","09","Deoria","627"
"191","09","Azamgarh","628"
"192","09","Mau","629"
"193","09","Ballia","630"
"194","09","Jaunpur","631"
"195","09","Ghazipur","632"
"196","09","Chandauli","633"
"197","09","Varanasi","634"
"198","09","Sant Ravidas Nagar (Bhadohi)","635"
"199","09","Mirzapur","636"
"200","09","Sonbhadra","637"
"202","09","Kanshiram Nagar","638"
"203","10","Pashchim Champaran","457"
"204","10","Purba Champaran","458"
"205","10","Sheohar","459"
"206","10","Sitamarhi","460"
"207","10","Madhubani","461"
"208","10","Supaul","462"
"209","10","Araria","463"
"210","10","Kishanganj","464"
"211","10","Purnia","465"
"212","10","Katihar","466"
"213","10","Madhepura","467"
"214","10","Saharsa","468"
"215","10","Darbhanga","469"
"216","10","Muzaffarpur","470"
"217","10","Gopalganj","471"
"218","10","Siwan","472"
"219","10","Saran","473"
"220","10","Vaishali","474"
"221","10","Samastipur","475"
"222","10","Begusarai","476"
"223","10","Khagaria","477"
"224","10","Bhagalpur","478"
"225","10","Banka","479"
"226","10","Munger","480"
"227","10","Lakhisarai","481"
"228","10","Sheikhpura","482"
"229","10","Nalanda","483"
"230","10","Patna","484"
"231","10","Bhojpur","485"
"232","10","Buxar","486"
"233","10","Kaimur (Bhabua)","280"
"234","10","Rohtas","281"
"239","10","Jehanabad","282"
"235","10","Aurangabad","283"
"236","10","Gaya","284"
"237","10","Nawada","285"
"238","10","Jamui","286"
"240","10","Arwal","287"
"241","11","North  District","92"
"242","11","West District","93"
"243","11","South District","94"
"244","11","East District","95"
"245","12","Tawang","58"
"246","12","West Kameng","59"
"247","12","East Kameng","60"
"248","12","Papum Pare","61"
"255","12","Lower Subansiri","62"
"249","12","Upper Subansiri","63"
"250","12","West Siang","64"
"251","12","East Siang","65"
"252","12","Upper Siang","66"
"257","12","Dibang Valley","67"
"259","12","Lohit","68"
"253","12","Changlang","69"
"254","12","Tirap","70"
"256","12","Kurung Kumey","71"
"258","12","Lower Dibang Valley","72"
"260","12","Anjaw","73"
"267","13","Tuensang","82"
"262","13","Mokokchung","83"
"263","13","Zunheboto","84"
"264","13","Wokha","85"
"265","13","Dimapur","86"
"270","13","Kohima","87"
"266","13","Phek","88"
"268","13","Longleng","89"
"269","13","Kiphire","90"
"271","13","Peren","91"
"272","14","Senapati","509"
"273","14","Tamenglong","510"
"274","14","Churachandpur","511"
"275","14","Bishnupur","512"
"276","14","Thoubal","513"
"277","14","Imphal West","514"
"278","14","Imphal East","515"
"279","14","Ukhrul","516"
"280","14","Chandel","517"
"281","15","Mamit","19"
"282","15","Kolasib","20"
"283","15","Aizawl","21"
"284","15","Champhai","22"
"285","15","Serchhip","23"
"286","15","Lunglei","24"
"287","15","Lawngtlai","25"
"288","15","Saiha","26"
"289","16","West Tripura","31"
"290","16","South Tripura","32"
"291","16","Dhalai","33"
"292","16","North Tripura","34"
"293","17","West Garo Hills","74"
"294","17","East Garo Hills","75"
"295","17","South Garo Hills","76"
"296","17","West Khasi Hills","77"
"297","17","Ribhoi","78"
"298","17","East Khasi Hills","79"
"300","18","Kokrajhar","128"
"301","18","Dhubri","129"
"302","18","Goalpara","130"
"319","18","Bongaigaon","131"
"303","18","Barpeta","132"
"321","18","Kamrup","133"
"323","18","Nalbari","134"
"325","18","Darrang","135"
"304","18","Morigaon","136"
"305","18","Nagaon","137"
"306","18","Sonitpur","138"
"307","18","Lakhimpur","139"
"308","18","Dhemaji","140"
"309","18","Tinsukia","141"
"310","18","Dibrugarh","142"
"311","18","Sivasagar","143"
"312","18","Jorhat","144"
"313","18","Golaghat","145"
"314","18","Karbi Anglong","146"
"315","18","Dima Hasao","147"
"316","18","Cachar","148"
"317","18","Karimganj","149"
"318","18","Hailakandi","150"
"324","18","Baksa","151"
"320","18","Chirang","152"
"326","18","Udalguri","153"
"327","19","Darjiling","109"
"328","19","Jalpaiguri","110"
"329","19","Koch Bihar","111"
"330","19","Uttar Dinajpur","112"
"331","19","Dakshin Dinajpur","113"
"332","19","Maldah","114"
"333","19","Murshidabad","115"
"334","19","Birbhum","116"
"335","19","Barddhaman","117"
"336","19","Nadia","118"
"337","19","North Twenty Four Parganas","119"
"338","19","Hugli","120"
"339","19","Bankura","121"
"340","19","Puruliya","122"
"344","19","Paschim Medinipur","123"
"341","19","Haora","124"
"342","19","Kolkata","125"
"343","19","South Twenty Four Parganas","126"
"345","19","Purba Medinipur","127"
"346","20","Garhwa","518"
"358","20","Palamu","519"
"347","20","Chatra","520"
"360","20","Hazaribagh","521"
"348","20","Kodarma","522"
"349","20","Giridih","523"
"350","20","Deoghar","524"
"351","20","Godda","525"
"352","20","Sahibganj","526"
"353","20","Pakur","527"
"362","20","Dumka","528"
"354","20","Dhanbad","529"
"355","20","Bokaro","530"
"364","20","Ranchi","531"
"356","20","Lohardaga","532"
"366","20","Gumla","533"
"368","20","Pashchimi Singhbhum","534"
"357","20","Purbi Singhbhum","535"
"367","20","Simdega","536"
"359","20","Latehar","537"
"363","20","Jamtara","538"
"369","20","Saraikela-Kharsawan","539"
"365","20","Khunti","540"
"361","20","Ramgarh","541"
"370","21","Bargarh","387"
"371","21","Jharsuguda","388"
"372","21","Sambalpur","389"
"373","21","Debagarh","390"
"374","21","Sundargarh","391"
"375","21","Kendujhar","392"
"376","21","Mayurbhanj","393"
"377","21","Baleshwar","394"
"378","21","Bhadrak","395"
"379","21","Kendrapara","396"
"380","21","Jagatsinghapur","397"
"381","21","Cuttack","422"
"382","21","Jajapur","423"
"383","21","Dhenkanal","424"
"384","21","Anugul","425"
"385","21","Nayagarh","426"
"386","21","Khordha","436"
"387","21","Puri","487"
"388","21","Ganjam","488"
"389","21","Gajapati","489"
"390","21","Kandhamal","490"
"391","21","Baudh","491"
"392","21","Subarnapur","492"
"393","21","Balangir","493"
"394","21","Nuapada","494"
"395","21","Kalahandi","495"
"396","21","Rayagada","496"
"397","21","Nabarangapur","497"
"398","21","Koraput","498"
"399","21","Malkangiri","499"
"400","22","Koriya","274"
"401","22","Surguja","275"
"402","22","Jashpur","276"
"403","22","Raigarh","277"
"404","22","Korba","278"
"405","22","Janjgir - Champa","279"
"406","22","Bilaspur","1"
"407","22","Kabeerdham","2"
"408","22","Rajnandgaon","3"
"409","22","Durg","4"
"410","22","Raipur","5"
"411","22","Mahasamund","6"
"412","22","Dhamtari","7"
"413","22","Uttar Bastar Kanker","8"
"414","22","Bastar","9"
"416","22","Dakshin Bastar Dantewada","10"
"415","22","Narayanpur","11"
"417","22","Bijapur","12"
"418","23","Sheopur","310"
"419","23","Morena","311"
"420","23","Bhind","312"
"421","23","Gwalior","313"
"422","23","Datia","314"
"423","23","Shivpuri","315"
"458","23","Guna","316"
"424","23","Tikamgarh","317"
"425","23","Chhatarpur","318"
"426","23","Panna","319"
"427","23","Sagar","320"
"428","23","Damoh","321"
"429","23","Satna","322"
"430","23","Rewa","323"
"431","23","Umaria","324"
"460","23","Shahdol","325"
"462","23","Sidhi","326"
"432","23","Neemuch","327"
"433","23","Mandsaur","328"
"434","23","Ratlam","329"
"435","23","Ujjain","330"
"436","23","Shajapur","331"
"437","23","Dewas","332"
"464","23","Jhabua","333"
"438","23","Dhar","334"
"439","23","Indore","335"
"466","23","Khandwa","400"
"441","23","Barwani","399"
"442","23","Rajgarh","401"
"443","23","Vidisha","402"
"444","23","Bhopal","403"
"445","23","Sehore","404"
"446","23","Raisen","405"
"447","23","Betul","406"
"448","23","Harda","407"
"449","23","Hoshangabad","408"
"450","23","Katni","409"
"451","23","Jabalpur","410"
"452","23","Narsimhapur","411"
"453","23","Dindori","412"
"454","23","Mandla","413"
"455","23","Chhindwara","414"
"456","23","Seoni","415"
"457","23","Balaghat","416"
"459","23","Ashoknagar","417"
"461","23","Anuppur","418"
"465","23","Alirajpur","419"
"467","23","Burhanpur","420"
"463","23","Singrauli","421"
"468","24","Kachchh","542"
"469","24","Banas Kantha","543"
"470","24","Patan","544"
"471","24","Mahesana","545"
"472","24","Sabar Kantha","546"
"473","24","Gandhinagar","547"
"474","24","Ahmadabad","548"
"475","24","Surendranagar","549"
"476","24","Rajkot","550"
"477","24","Jamnagar","551"
"478","24","Porbandar","552"
"479","24","Junagadh","553"
"480","24","Amreli","554"
"481","24","Bhavnagar","555"
"482","24","Anand","556"
"483","24","Kheda","557"
"484","24","Panch Mahals","558"
"485","24","Dohad","559"
"486","24","Vadodara","560"
"487","24","Narmada","561"
"488","24","Bharuch","562"
"492","24","Surat","563"
"489","24","The Dangs","564"
"490","24","Navsari","565"
"491","24","Valsad","566"
"493","24","Tapi","567"
"494","25","Diu","14"
"495","25","Daman","15"
"496","26","Dadra & Nagar Haveli","13"
"497","27","Nandurbar","187"
"498","27","Dhule","188"
"499","27","Jalgaon","189"
"500","27","Buldana","190"
"501","27","Akola","191"
"502","27","Washim","192"
"503","27","Amravati","193"
"504","27","Wardha","194"
"505","27","Nagpur","195"
"506","27","Bhandara","196"
"507","27","Gondiya","197"
"508","27","Gadchiroli","198"
"509","27","Chandrapur","199"
"510","27","Yavatmal","200"
"511","27","Nanded","201"
"512","27","Hingoli","202"
"513","27","Parbhani","203"
"514","27","Jalna","204"
"515","27","Aurangabad","205"
"516","27","Nashik","206"
"517","27","Thane","207"
"518","27","Mumbai Suburban","208"
"519","27","Mumbai","209"
"520","27","Raigarh","210"
"521","27","Pune","211"
"522","27","Ahmadnagar","212"
"523","27","Bid","213"
"524","27","Latur","214"
"525","27","Osmanabad","215"
"526","27","Solapur","216"
"527","27","Satara","217"
"528","27","Ratnagiri","218"
"529","27","Sindhudurg","219"
"530","27","Kolhapur","220"
"531","27","Sangli","221"
"542","28","Srikakulam","45"
"543","28","Vizianagaram","46"
"544","28","Visakhapatnam","47"
"545","28","East Godavari","48"
"546","28","West Godavari","49"
"547","28","Krishna","50"
"548","28","Guntur","51"
"549","28","Prakasam","52"
"550","28","Sri Potti Sriramulu Nellore","53"
"551","28","Y.S.R.","54"
"552","28","Kurnool","55"
"553","28","Anantapur","56"
"554","28","Chittoor","57"
"555","29","Belgaum","427"
"556","29","Bagalkot","428"
"557","29","Bijapur","429"
"579","29","Gulbarga","430"
"558","29","Bidar","431"
"559","29","Raichur","432"
"560","29","Koppal","433"
"561","29","Gadag","434"
"562","29","Dharwad","435"
"563","29","Uttara Kannada","437"
"564","29","Haveri","438"
"565","29","Bellary","439"
"566","29","Chitradurga","440"
"567","29","Davanagere","441"
"568","29","Shimoga","442"
"569","29","Udupi","443"
"570","29","Chikmagalur","444"
"571","29","Tumkur","445"
"581","29","Kolar","446"
"572","29","Bangalore","447"
"583","29","Bangalore Rural","448"
"573","29","Mandya","449"
"574","29","Hassan","450"
"575","29","Dakshina Kannada","451"
"576","29","Kodagu","452"
"577","29","Mysore","453"
"578","29","Chamarajanagar","454"
"582","29","Chikkaballapura","455"
"584","29","Ramanagara","456"
"585","30","North Goa","16"
"586","30","South Goa","17"
"587","31","Lakshadweep","18"
"588","32","Kasaragod","225"
"589","32","Kannur","226"
"590","32","Wayanad","227"
"591","32","Kozhikode","228"
"592","32","Malappuram","229"
"593","32","Palakkad","230"
"594","32","Thrissur","231"
"595","32","Ernakulam","232"
"596","32","Idukki","233"
"597","32","Kottayam","234"
"598","32","Alappuzha","235"
"599","32","Pathanamthitta","236"
"600","32","Kollam","237"
"601","32","Thiruvananthapuram","238"
"602","33","Thiruvallur","239"
"603","33","Chennai","240"
"604","33","Kancheepuram","241"
"605","33","Vellore","242"
"630","33","Dharmapuri","243"
"606","33","Tiruvannamalai","244"
"607","33","Viluppuram","245"
"608","33","Salem","246"
"609","33","Namakkal","247"
"610","33","Erode","248"
"611","33","The Nilgiris","249"
"632","33","Coimbatore","250"
"612","33","Dindigul","251"
"613","33","Karur","252"
"614","33","Tiruchirappalli","253"
"615","33","Perambalur","254"
"617","33","Cuddalore","255"
"618","33","Nagapattinam","256"
"619","33","Thiruvarur","257"
"620","33","Thanjavur","258"
"621","33","Pudukkottai","259"
"622","33","Sivaganga","260"
"623","33","Madurai","261"
"624","33","Theni","262"
"625","33","Virudhunagar","263"
"626","33","Ramanathapuram","264"
"627","33","Thoothukkudi","265"
"628","33","Tirunelveli","266"
"629","33","Kanniyakumari","267"
"616","33","Ariyalur","268"
"631","33","Krishnagiri","269"
"633","33","Tiruppur","270"
"634","34","Yanam","27"
"635","34","Puducherry","28"
"636","34","Mahe","29"
"637","34","Karaikal","30"
"640","35","South Andaman","271"
"638","35","Nicobars","272"
"639","35","North  & Middle Andaman","273"
"322","18","Kamrup Metropolitan","639"
"580","29","Yadgir","640"
"641","03","Fazilka","641"
"642","03","Pathankot","642"
"643","09","Bhim Nagar","643"
"644","09","Chatrapati Shuji Maharaj Nagar","644"
"645","09","Panchsheel Nagar","645"
"646","09","Prabuddh Nagar","646"
"647","12","Longding","647"
"648","16","Gomati","648"
"649","16","Khowai","649"
"650","16","Sepahijala","650"
"651","16","Unakoti","651"
"652","17","West Jaintia Hills","652"
"653","17","North Garo Hills","653"
"654","17","South West Garo Hills","654"
"655","17","South West Khasi Hills","655"
"656","22","Balod","656"
"657","22","Baloda Bazar","657"
"658","22","Bemetara","658"
"659","22","Balrampur","659"
"660","22","Gariaband","660"
"661","22","Kondagaon","661"
"662","22","Mungeli","662"
"663","22","Surajpur","663"
"664","22","Sukma","664"
"665","23","Agar Malwa","665"
"666","24","Aravalli","666"
"667","24","Botad","667"
"668","24","Chhota Udepur","668"
"669","24","Devbhoomi Dwarka","669"
"670","24","Gir Somnath","670"
"671","24","Mahisagar","671"
"672","24","Morbi","672"
"144","09","Hatras","580"
"299","17","East Jaintia Hills","80"
"532","36","Adilabad","35"
"533","36","Nizamabad","36"
"534","36","Karimnagar","37"
"535","36","Medak","38"
"536","36","Hyderabad","39"
"537","36","Rangareddy","40"
"538","36","Mahbubnagar","41"
"539","36","Nalgonda","42"
"540","36","Warangal","43"
"541","36","Khammam","44"
"440","23","Khargone","398"
