"institution_id","standalone_institution_name","state_name","state_body_type","level","programme","discipline_group_category","discipline_group","discipline","course_type","study_year","category","general_total","general_females","sc_total","sc_females","st_total","st_females","obc_total","obc_females","total_persons","total_females"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL ENGG.","General","1","Jains","0","0","4","2","0","0","1","0","5","2"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","3","Christians","0","0","2","2","0","0","1","0","3","2"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","3","Buddhists","3","1","5","3","1","1","2","2","11","7"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","3","Jains","4","2","2","1","1","0","1","1","8","4"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","2","Buddhists","0","0","2","1","0","0","1","1","3","2"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","2","Jains","4","2","4","2","0","0","1","1","9","5"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","2","Christians","6","4","8","5","1","0","2","2","17","11"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","1","Christians","4","2","2","1","0","0","2","0","8","3"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","1","Buddhists","2","1","0","0","0","0","1","0","3","1"
"1796","GOVERNMENT POLYTECHNIC KARAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","E & TC ENGG","General","1","Jains","8","5","4","3","0","0","3","2","15","10"
"1765","G.H.R. EDUCATION FOUNDATION G.H. RAISONI POLYTECHNIC SAOKHEDE BK JALGAON","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer","Self Financing","1","Jains","1","0","0","0","0","0","0","0","1","0"
"1765","G.H.R. EDUCATION FOUNDATION G.H. RAISONI POLYTECHNIC SAOKHEDE BK JALGAON","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","elctrical engg","Self Financing","2","Jains","1","0","0","0","0","0","0","0","1","0"
"1765","G.H.R. EDUCATION FOUNDATION G.H. RAISONI POLYTECHNIC SAOKHEDE BK JALGAON","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","mechanical engg","Self Financing","2","Jains","1","0","0","0","0","0","0","0","1","0"
"4330","SRI RAMAKRISHNA SCHOOL OF NURSING CHICKMAGALUR","Karnataka","Nursing","Diploma","Diploma-Diploma","Medical Science","Nursing","Nursing","General","1","Christians","2","2","0","0","0","0","0","0","2","2"
"1415","S. J. (GOVT.) POLYTECHNIC BANGALORE","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Environmental","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"1415","S. J. (GOVT.) POLYTECHNIC BANGALORE","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Civil","General","2","Christians","1","1","0","0","0","0","0","0","1","1"
"1415","S. J. (GOVT.) POLYTECHNIC BANGALORE","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics & Communication","General","2","Christians","0","0","0","0","0","0","1","0","1","0"
"1415","S. J. (GOVT.) POLYTECHNIC BANGALORE","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Science","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"1415","S. J. (GOVT.) POLYTECHNIC BANGALORE","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical","General","2","Christians","2","0","0","0","0","0","0","0","2","0"
"1415","S. J. (GOVT.) POLYTECHNIC BANGALORE","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","Electrical & Electronics","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"1415","S. J. (GOVT.) POLYTECHNIC BANGALORE","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Heat power technology","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"12833","TTI CHETTIKULANGARA MAVELIKKARA, ALAPPUZHA","Kerala","Teacher Training","Certificate","Certificate-Certificate","Education","Education","EDUCATION","General","1","Christians","1","1","0","0","0","0","0","0","1","1"
"2751","BHARATH INSTITUTE OF CATERING TECHNOLOGY AND HOTEL MANAGEMEN THANJAVUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Hotel Management","HOTEL MANAGEMENT","Self Financing","3","Christians","4","0","0","0","0","0","0","0","4","0"
"2751","BHARATH INSTITUTE OF CATERING TECHNOLOGY AND HOTEL MANAGEMEN THANJAVUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Hotel Management","HOTEL MANAGEMENT","Self Financing","2","Christians","5","0","0","0","0","0","0","0","5","0"
"2751","BHARATH INSTITUTE OF CATERING TECHNOLOGY AND HOTEL MANAGEMEN THANJAVUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Hotel Management","HOTEL MANAGEMENT","Self Financing","1","Christians","1","0","0","0","0","0","0","0","1","0"
"1861","JALANA EDUCATION SOCIETY'S INSTITUTE OF PHARMACYJALNA","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Medical Science","Pharmacy","PHARMACY","Self Financing","1","Jains","1","0","0","0","0","0","0","0","1","0"
"4596","SCHOOL OF NURSING OLLUR THRISSUR","Kerala","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","Self Financing","4","Christians","19","19","0","0","0","0","0","0","19","19"
"4596","SCHOOL OF NURSING OLLUR THRISSUR","Kerala","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","Self Financing","3","Christians","19","19","0","0","0","0","0","0","19","19"
"4596","SCHOOL OF NURSING OLLUR THRISSUR","Kerala","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","Self Financing","1","Christians","21","21","0","0","0","0","0","0","21","21"
"4596","SCHOOL OF NURSING OLLUR THRISSUR","Kerala","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","Self Financing","2","Christians","19","19","0","0","0","0","0","0","19","19"
"2857","M G R INST OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY AMBATTUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Hotel Management","Hotel Management","Self Financing","2","Christians","4","0","0","0","0","0","16","0","20","0"
"2857","M G R INST OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY AMBATTUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Hotel Management","Hotel Management","Self Financing","1","Christians","3","1","0","0","0","0","0","0","3","1"
"14428","GOVERNMENT POLYTECHNIC COLLEGE, BEHRAM","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechaniocal Engineering","General","2","Sikhs","1","0","0","0","0","0","0","0","1","0"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engineering","Self Financing","3","Jains","13","0","0","0","0","0","0","0","13","0"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engineering","Self Financing","2","Jains","11","0","0","0","0","0","0","0","11","0"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engineering","Self Financing","1","Jains","8","0","0","0","0","0","0","0","8","0"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Technology-Second Shift","Self Financing","3","Jains","1","0","0","0","0","0","0","0","1","0"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Technology-Second Shift","Self Financing","1","Jains","1","0","0","0","0","0","0","0","1","0"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engineering-Second Shift","Self Financing","3","Jains","1","1","0","0","0","0","0","0","1","1"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engineering-Second Shift","Self Financing","2","Jains","1","0","0","0","0","0","0","0","1","0"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics & Tele Comm. Engg.","Self Financing","3","Jains","7","4","0","0","0","0","0","0","7","4"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics & Tele Comm. Engg.","Self Financing","2","Buddhists","1","1","0","0","0","0","0","0","1","1"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics & Tele Comm. Engg.","Self Financing","2","Jains","1","1","0","0","0","0","0","0","1","1"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics & Tele Comm. Engg.","Self Financing","1","Jains","1","0","0","0","0","0","0","0","1","0"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Technology","Self Financing","3","Jains","20","14","0","0","0","0","0","0","20","14"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Technology","Self Financing","2","Jains","25","19","0","0","0","0","0","0","25","19"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Technology","Self Financing","1","Jains","21","16","0","0","0","0","0","0","21","16"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Information Technology","Information Technology","Self Financing","3","Jains","1","1","0","0","0","0","0","0","1","1"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Information Technology","Information Technology-Second Shift","Self Financing","3","Jains","1","1","0","0","0","0","0","0","1","1"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Civil Engineering","Self Financing","3","Jains","21","5","0","0","0","0","0","0","21","5"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Civil Engineering","Self Financing","2","Jains","19","1","0","0","0","0","0","0","19","1"
"2165","SHRI NEMINATH JAIN BRAMHACHARYASHARAM'S SHRI H. H. J. B. POLYTECHNICCHANDWAD","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Civil Engineering","Self Financing","1","Jains","13","9","0","0","0","0","0","0","13","9"
"642","SRI G PULLA REDDY GOVERNMENT POLYTECHNIC","Andhra Pradesh","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Other Engineering & Technology","EIE","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"8706","DISTRICT INSTITUTE OF EDUCATION & TRAINING UNNAO","Uttar Pradesh","Teacher Training","Certificate","Certificate-Certificate","Education","Education","BTC 2014","General","1","Sikhs","1","1","0","0","0","0","0","0","1","1"
"798","GUARDIAN ANGLE INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY CURCHOREM","Goa","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Hotel Management","Hotel Management","Self Financing","3","Christians","7","0","0","0","2","0","1","0","10","0"
"798","GUARDIAN ANGLE INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY CURCHOREM","Goa","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Hotel Management","Hotel Management","Self Financing","2","Christians","15","0","0","0","3","0","0","0","18","0"
"798","GUARDIAN ANGLE INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY CURCHOREM","Goa","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Hotel Management","Hotel Management","Self Financing","1","Christians","13","0","0","0","4","0","3","0","20","0"
"10986","SGES RURAL POLYTECHNIC, TARIHAL","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Other Engineering & Technology","Diploma","General","3","Christians","0","0","0","0","0","0","2","0","2","0"
"10986","SGES RURAL POLYTECHNIC, TARIHAL","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Other Engineering & Technology","Diploma","General","1","Christians","0","0","0","0","0","0","1","0","1","0"
"10986","SGES RURAL POLYTECHNIC, TARIHAL","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Diploma","General","3","Jains","0","0","0","0","0","0","1","0","1","0"
"10986","SGES RURAL POLYTECHNIC, TARIHAL","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Diploma","General","2","Jains","0","0","0","0","0","0","1","0","1","0"
"10986","SGES RURAL POLYTECHNIC, TARIHAL","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Diploma","General","1","Christians","0","0","0","0","0","0","5","0","5","0"
"10986","SGES RURAL POLYTECHNIC, TARIHAL","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Diploma","General","3","Jains","0","0","0","0","0","0","1","0","1","0"
"10986","SGES RURAL POLYTECHNIC, TARIHAL","Karnataka","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Diploma","General","2","Jains","0","0","0","0","0","0","1","0","1","0"
"2914","PAAVAI POLYTECHNIC COLLEGE PACHAL","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics & Communications engineering","Self Financing","2","Christians","0","0","0","0","0","0","1","0","1","0"
"2914","PAAVAI POLYTECHNIC COLLEGE PACHAL","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engineering","Self Financing","3","Christians","2","0","0","0","0","0","0","0","2","0"
"2914","PAAVAI POLYTECHNIC COLLEGE PACHAL","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engineering","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"2914","PAAVAI POLYTECHNIC COLLEGE PACHAL","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","Electrical & Electronics Engineering","Self Financing","2","Christians","0","0","0","0","0","0","1","0","1","0"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","Self Financing","3","Christians","0","0","0","0","0","0","4","2","4","2"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","Self Financing","2","Christians","0","0","0","0","0","0","1","1","1","1"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","Self Financing","1","Christians","0","0","0","0","0","0","2","1","2","1"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL ENGG (TOOL&DIE)","Self Financing","3","Christians","0","0","1","0","0","0","0","0","1","0"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL ENGG (TOOL&DIE)","Self Financing","2","Christians","0","0","0","0","0","0","1","0","1","0"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","Self Financing","3","Christians","0","0","3","0","0","0","9","0","12","0"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","Self Financing","2","Christians","0","0","2","0","0","0","2","0","4","0"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","Self Financing","1","Christians","0","0","0","0","0","0","1","0","1","0"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","ELECTRICAL & ELECTRONICS","Self Financing","3","Christians","0","0","0","0","0","0","1","0","1","0"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","ELECTRICAL & ELECTRONICS","Self Financing","2","Christians","0","0","1","0","0","0","2","0","3","0"
"2909","P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","ELECTRICAL & ELECTRONICS","Self Financing","1","Christians","0","0","0","0","0","0","2","0","2","0"
"2592","GOVERNMENT POLYTECHNIC COLLEGE, SAWAI MADHOPUR","Rajasthan","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","Electrical","General","3","Jains","1","0","0","0","0","0","0","0","1","0"
"2592","GOVERNMENT POLYTECHNIC COLLEGE, SAWAI MADHOPUR","Rajasthan","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical","General","1","Jains","1","0","0","0","0","0","0","0","1","0"
"2592","GOVERNMENT POLYTECHNIC COLLEGE, SAWAI MADHOPUR","Rajasthan","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics","General","3","Jains","1","0","0","0","0","0","0","0","1","0"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engineering","Self Financing","3","Christians","1","0","0","0","0","0","0","0","1","0"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engineering","Self Financing","3","Buddhists","1","0","0","0","0","0","0","0","1","0"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engineering","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engineering","Self Financing","1","Christians","1","0","0","0","0","0","0","0","1","0"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Medical Electronics","Self Financing","2","Christians","2","0","0","0","0","0","0","0","2","0"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Industrial Electronics","Self Financing","3","Sikhs","1","0","0","0","0","0","0","0","1","0"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Instrumentation","Self Financing","1","Jains","1","0","0","0","0","0","0","0","1","0"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Chemical Engineering","Chemical Engineering","Self Financing","3","Buddhists","1","1","0","0","0","0","0","0","1","1"
"2228","VIDYA PRASARAK MANDAL'S POLYTECHNIC THANE","Maharashtra","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Chemical Engineering","Chemical Engineering","Self Financing","2","Jains","1","0","0","0","0","0","0","0","1","0"
