"university_id","university_name","state_name","district_name","level","programme","discipline_group_category","discipline_group","discipline","course_type","study_year","category","general_total","general_females","sc_total","sc_females","st_total","st_females","obc_total","obc_females","total_persons","total_females"
"0182","Eternal University, Baru Sahib Sirmour","Himachal Pradesh","Sirmaur","Under Graduate","B.Sc.(Nursing)-Bachelor of Science in Nursing","Medical Science","Nursing","Science","General","3","Sikhs","20","20","1","1","0","0","3","3","24","24"
"0182","Eternal University, Baru Sahib Sirmour","Himachal Pradesh","Sirmaur","Under Graduate","B.Sc.(Nursing)-Bachelor of Science in Nursing","Medical Science","Nursing","Science","General","4","Sikhs","18","18","0","0","0","0","0","0","18","18"
"0182","Eternal University, Baru Sahib Sirmour","Himachal Pradesh","Sirmaur","Post Graduate","M.Sc.-Master of Science","Medical Science","Nursing","Nursing","General","2","Sikhs","1","1","0","0","0","0","0","0","1","1"
"0182","Eternal University, Baru Sahib Sirmour","Himachal Pradesh","Sirmaur","Post Graduate","M.P.H. -Master of Public Health","Medical Science","Public Health","Public Health","General","1","Buddhists","0","0","0","0","1","0","0","0","1","0"
"0182","Eternal University, Baru Sahib Sirmour","Himachal Pradesh","Sirmaur","Under Graduate","B.Ed.-Bachelor of Education","Education","Education","Education","General","1","Sikhs","8","8","0","0","0","0","4","4","12","12"
"0193","Central University of Kashmir, Srinagar","Jammu and Kashmir","Srinagar","Post Graduate","M.A.-Master of Arts","Indian Language","Urdu","Urdu","General","1","Sikhs","0","0","1","0","0","0","0","0","1","0"
"0738","CHAUDHARY RANBIR SINGH UNIVERSITY, JIND","Haryana","Jind","Post Graduate","M.Sc.-Master of Science","Science","Mathematics","Mathematics","General","1","Sikhs","1","1","0","0","0","0","0","0","1","1"
"0738","CHAUDHARY RANBIR SINGH UNIVERSITY, JIND","Haryana","Jind","Post Graduate","M.Sc.-Master of Science","Science","Mathematics","Mathematics","General","2","Sikhs","1","1","0","0","0","0","0","0","1","1"
"0738","CHAUDHARY RANBIR SINGH UNIVERSITY, JIND","Haryana","Jind","Post Graduate","M.Com.-Master of Commerce","Commerce","Commerce","Commerce","General","1","Sikhs","1","1","0","0","0","0","0","0","1","1"
"0738","CHAUDHARY RANBIR SINGH UNIVERSITY, JIND","Haryana","Jind","Post Graduate","M.Com.-Master of Commerce","Commerce","Commerce","Commerce","General","2","Sikhs","0","0","0","0","0","0","1","1","1","1"
"0738","CHAUDHARY RANBIR SINGH UNIVERSITY, JIND","Haryana","Jind","Post Graduate","M.A.-Master of Arts","Cultural Studies","Cultural Studies","Music and Dance","General","1","Jains","1","1","0","0","0","0","0","0","1","1"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Physics","Physics","General","","Jains","1","1","0","0","0","0","0","0","1","1"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Electronics Engineering","Electronics and Communication Engineering","General","1","Jains","15","0","0","0","0","0","0","0","15","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Electronics Engineering","Electronics and Communication Engineering","General","2","Jains","3","2","0","0","0","0","0","0","3","2"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Electronics Engineering","Electronics and Communication Engineering VLSI","General","1","Jains","1","0","0","0","0","0","0","0","1","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Electronics Engineering","Electronics and Communication Engineering","General","1","Jains","2","0","0","0","0","0","0","0","2","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Electronics Engineering","Electronics and Communication Engineering","General","2","Jains","2","0","0","0","1","0","0","0","3","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Other Engineering & Technology","Instrumentation and Control Engineering","General","1","Jains","2","0","0","0","0","0","0","0","2","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Other Engineering & Technology","Instrumentation and Control Engineering","General","2","Jains","1","0","0","0","0","0","0","0","1","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Other Engineering & Technology","Instrumentation and Control Engineering","General","2","Jains","5","1","0","0","0","0","0","0","5","1"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Computer Engineering","Computer Science and Engineering","General","1","Jains","2","0","0","0","0","0","0","0","2","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Computer Engineering","Computer Science and Engineering","General","1","Jains","14","0","0","0","0","0","0","0","14","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Computer Engineering","Computer Science and Engineering","General","2","Jains","7","0","0","0","0","0","0","0","7","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Civil Engineering","Civil Engineering","General","1","Jains","6","0","0","0","0","0","0","0","6","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Civil Engineering","Civil Engineering","General","2","Jains","8","0","0","0","0","0","0","0","8","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Civil Engineering","Structural Engineering ","General","2","Jains","3","0","1","0","1","0","1","0","6","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Other Engineering & Technology","Textile Technology","General","1","Jains","13","0","0","0","0","0","0","0","13","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Other Engineering & Technology","Textile Technology","General","2","Jains","2","0","0","0","0","0","0","0","2","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Other Engineering & Technology","Textile Technology","General","1","Jains","2","0","0","0","0","0","0","0","2","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Other Engineering & Technology","Textile Technology","General","2","Jains","1","0","0","0","0","0","1","0","2","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Other Engineering & Technology","Bio Technology","General","1","Jains","4","0","0","0","0","0","0","0","4","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Mechanical Engineering","Mechanical Engineering","General","1","Jains","11","0","0","0","0","0","0","0","11","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Mechanical Engineering","Mechanical Engineering","General","2","Jains","9","0","0","0","0","0","0","0","9","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Mechanical Engineering","Mechanical Engineering","General","2","Jains","1","0","0","0","0","0","1","0","2","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Other Engineering & Technology","Industrial and Production Engineering","General","2","Jains","4","0","0","0","0","0","0","0","4","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Other Engineering & Technology","Industrial and Production Engineering","General","1","Jains","2","0","0","0","0","0","0","0","2","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Other Engineering & Technology","Industrial and Production Engineering","General","2","Jains","0","0","1","0","0","0","0","0","1","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Chemical Engineering","Chemical Engineering","General","1","Jains","11","0","0","0","0","0","0","0","11","0"
"0374","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","Punjab","Jalandhar","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Chemical Engineering","Chemical Engineering","General","2","Jains","6","0","0","0","0","0","0","0","6","0"
"0272","Indian Institute of Science Education & Research (IISER), Bhopal","Madhya Pradesh","Bhopal","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Physics","Physics","General","","Christians","1","1","0","0","0","0","0","0","1","1"
"0272","Indian Institute of Science Education & Research (IISER), Bhopal","Madhya Pradesh","Bhopal","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Bio-Science","Biological Sciences","General","","Jains","1","1","0","0","0","0","0","0","1","1"
"0272","Indian Institute of Science Education & Research (IISER), Bhopal","Madhya Pradesh","Bhopal","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Bio-Science","Biological Sciences","General","","Christians","2","2","0","0","0","0","0","0","2","2"
"0272","Indian Institute of Science Education & Research (IISER), Bhopal","Madhya Pradesh","Bhopal","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Bio-Science","Biological Sciences","General","","Sikhs","1","0","0","0","0","0","0","0","1","0"
"0272","Indian Institute of Science Education & Research (IISER), Bhopal","Madhya Pradesh","Bhopal","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Chemistry","Chemistry","General","","Buddhists","0","0","0","0","1","1","0","0","1","1"
"0272","Indian Institute of Science Education & Research (IISER), Bhopal","Madhya Pradesh","Bhopal","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Chemistry","Chemistry","General","","Jains","1","0","0","0","0","0","0","0","1","0"
"0272","Indian Institute of Science Education & Research (IISER), Bhopal","Madhya Pradesh","Bhopal","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Chemistry","Chemistry","General","","Christians","1","1","0","0","0","0","1","0","2","1"
