,id,city,state_code,university_id,no_of_student_hostel,name,infrastructure_id,latitude,longitude,offers_scholarship,ranking_factor,PTR ratio
9140,18674,Nagpur,27,332,0,"VMV Commerce JMT Arts JJP Science College, Wardhaman Nagar",169092,,,1,52.0,11
9141,47884,ahmedabad    Pin- 3 8 2 1 1 5,24,136,2,"COLLEGE OF DENTAL SCIENCE AND RESEARCH CENTRE, BOPAL",169094,,,0,14.0,9
9142,5902,BORSAD-388540 Di. Anand,24,136,1,"Patel J. B. R. Arts, Patel A. M. R. Commerce & Patel J. D. K. Davolwala Science College",169096,22.417103,72.89670799999999,1,12.0,11
9143,7308,Kinwat,27,328,1,"Saraswati Vidya Mandir Arts College, Kinwat",169099,,,1,9.0,9
9144,15802,Kaithal,6,164,2,"Haryana College of Technology & Management, Ambala Road",169101,29.250009999999996,76.75001,1,270.0,11
9145,34097,Mangaon,27,318,0,Mangaon Shikshan Prasarak Mandals Senior College of Arts and Science At Post Mangaon Dist-Raigad,169102,,,0,15.0,9
9146,33103,Madgao,30,121,0,Carmel College of Arts Science & Commerce for Women,169104,15.30001,73.94001,1,12.0,10
9147,29211,Patiala,3,371,1,"College of Nursing, Govt.  Rajindra Hospital, Patiala",169106,,,1,13.0,11
9148,9072,BIDAR,29,219,0,B220 RRKS Science  College Bidar,169107,,,1,12.0,10
9149,28382,Rohtak,6,167,0,SANSKRITI COLLEGE OF EDUCATION,169108,28.920063,76.38000100000001,0,19.0,11
9150,16609,Chennai,33,439,2,Prince Shri Venkateshwara Padmavathy Engineering College,169109,12.8515291,80.17285890000001,1,17.0,11
9151,11959,Bally,19,570,0,Lalbaba College,169110,22.636599,88.35175799999999,1,28.0,9
9152,38339,PAHARI,8,422,0,"Radha Saravershawari College, Bharatpur",169111,23.558870000000002,68.250001,0,11.0,10
9153,20782,BANGALORE,29,215,0,"Surana College,No. 16,South End Circle Bangalore-4.",169112,12.942116,77.57536,1,64.0,10
9154,13494,Tumkur,29,625,1,"Sri Siddhalingeshwara Veda Samskrita College, Sidhhaganga",163966,22.235426,70.32456000000002,0,10.0,9
9155,51088,PATTI,3,376,0,"GURU NANAK DEV UNIVERSITY COLLEGE,PATTI",169113,,,1,18.0,9
9156,11179,Satara,27,325,1,"Yashwantrao Chavan School of Social Work, Jakatwadi",169114,17.670594999999995,73.983708,1,12.0,9
9157,53035,TULSIPUR,9,510,0,DEEP NARAYAN SINGH DEGREE COLLEGE ,169117,27.312509999999996,82.243204,1,7.0,11
9158,28127,LAKHAN MAJRA,6,167,0,"AARYAN COLLEGE OF EDUCATION,ROHTAK",169118,29.581101,76.47685,1,14.0,10
9159,34992,MEHAM,6,167,0,"ARYA COLLEGE OF EDUCATION, ROHTAK",169119,29.051273,76.33829799999998,1,12.0,10
9160,6293,Sankrail,19,592,0,Seacom Management College 214,169121,,,0,15.0,9
9161,9459,Thriuvananthapuram,32,253,0,Indian Institute of  Information Technology and Management-Kerala(IITM-K),169122,8.48751,76.95251,1,15.0,9
9162,1284,Moodbidri,29,249,4,"Alvas Institute of Engineering and Technology, MOODBIDRI",169123,,,1,19.0,9
9163,1336,Bangalore,29,249,3,"B M S Institute of technology, BANGALORE",169124,13.000010000000001,77.00001,1,18.0,11
9164,14264,GORAKHPUR,9,508,0,"Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Industrial Area, Lachhipur,  Gorakhpur",169127,26.758801000000002,83.369701,0,7.0,9
9165,50184,,9,505,0,BHUPRAM DHARMESHWAR PRASAD MAHAVIDYALAYA,169128,,,0,6.0,10
9166,9336,Sindhanur,29,219,0,D516Shri Aditya Commerce Degree College Sindhanoor,169129,,,1,8.0,10
9167,28299,Gohana,6,167,0,G.C. Gohana (Sonepat),169130,,,1,35.0,10
9168,14552,Namakkal,33,483,0,"Sri Vidya Mandir College of Education, Namakkal",169131,11.435784300000002,78.1377362,0,19.0,10
9169,14288,GORAKHPUR,9,508,1,"St. Joseph College for Women, Civil Lines, Gorakhpur",169132,26.755221000000002,83.377882,0,36.0,9
9170,46943,Lucknow,9,549,3,"SHRI RAMSWAROOP MEMORIAL COLLEGE OF ENGINEERING AND MANAGEMENT, LUCKNOW",169133,26.53029,81.04021999999999,1,18.0,11
9171,40699,RAWATSAR,8,406,0,"Shri Ravindra Nath Tagore Girls College, Rawatsar",169134,29.520637,74.10251099999999,0,12.0,11
9172,6298,Howrah,19,592,2,Seacom Engineering College 206,169136,,,0,177.0,11
9173,28488,ROHTAK,6,167,0,SHEETAL COLLEGE OF EDUCATION,169137,,,0,12.0,10
9174,12668,KAUSHAMBI,9,505,0,"SRI CHANDRAPAL SINGH MAHAVIDYALAYA, KHERWA, BARAULA,",169138,18.215139999999998,76.21545,0,8.0,9
9175,51591,NOHAR,8,406,0,"FRANKLIN  GIRLS COLLEGE,  THALARKA",169139,23.250001,75.25672,0,15.0,11
9176,21188,Bangaluru,29,215,0,"MES Instiute of Management Studies, 17th Main, 2nd Block, Rajajinagar, Bangalore -10",169140,,,1,12.0,11
9177,47529,YADGIRI,29,219,0,"C516 SRI SIDDALINGESHWAR ARTS DEGREE COLLEGE, YADGIR",169142,,,0,7.0,9
9178,49672,MAHUVA,24,124,0,"HANUMANT COLLEGE OF IT AND MANAGEMENT, NR GANPATI TAMPLE",169143,21.08002,71.77001,1,11.0,9
9179,29804,Indore,23,270,0,"P.M.B. Gujarati Commerce College, Indore",169145,,,1,12.0,11
9180,8482,SIMALUGURI TOWN,18,51,2,Gargaon College P.O. Gargaon- 785686,169146,27.13645,94.31642,1,38.0,9
9181,52536,Amlaha,23,287,0,MANTHAN POLYTECHNIC COLLEGE,169147,,,1,147.0,9
9182,48980,Kanpur Dehat,9,505,0,"MAA VASHNO DEVI MAHAVIDHYALAYA,PAL NAGAR",169148,,,0,8.0,10
9183,49460,,19,569,0,"TAGORE INSTITUTE OF ART & EDUCATION, BIRBHUM",169149,23.6446073,87.6024788,0,15.0,10
9184,8782,Darbhanga-846005,10,68,0,R.B.J. College,169150,,,0,15.0,9
9185,41081,DHARAPURAM,33,447,2,Maharani Arts and Science Women's College,169152,10.732935000000001,77.52181299999998,1,9.0,9
9186,31827,REWA,23,268,0,"REWA INSTITUT OF TECNOLOGY RATAHARA,REWA",169153,24.32111,81.18222199999998,1,12.0,11
9187,30364,Nellore,28,8,5,"Narayana Dental College, Nellore",169154,,,1,40.0,11
9188,39037,sikar,8,422,0,"Bandhu Balika Mahavidyalaya, Sikar",169155,27.36958,75.40146999999999,1,32.0,10
9189,37067,Coimbatore,33,439,2,Sakthi Institute of Information and Management Studies,169156,10.661804,76.99731029999998,1,17.0,10
9190,11169,Satara,27,325,0,"Gauri Shankar Education & Charitable Trust Gauri Shankar Institute of Management Sciences, Limb,",169157,17.46561,73.58069,1,11.0,11
9191,25003,Thanjavur,33,439,2,Parisutham Institute of Technology and Science,169158,10.000010000000001,79.00001,1,73.0,9
9192,17415,Mysore,29,235,2,"All India Institute of Speech and Hearing, Manasagangothri,Mysore",169161,12.307856,76.616139,0,93.0,10
9193,41943,Pune,27,323,2,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Tal Haveli, Pune 32",169164,18.58001,77.91001,1,182.0,11
9194,52821,LUCKNOW,9,510,4,Sardar Patel Post Graduate Institute of Dental and Medical Sciences,169166,,,1,67.0,9
9195,31706,RAMPURA,23,291,0,"Government College, Rampura",169167,24.470010000000002,75.43000999999998,1,23.0,11
9196,17602,Mysore,29,235,1,"TTL College of Business Management, Saraswathipuram",161647,,,1,12.0,9
9197,25456,RR Dist,36,27,0,St. Agnes College of Education,169168,,,1,34.0,10
9198,297,Kalol,24,135,0,"Excel Institute of Diploma Studies,Kalol 613 ",169170,23.262973000000002,72.478014,1,9.0,11
9199,12550,AURAIYA,9,505,0,"BAUDHA BAL VIDYA MANDIR DEGREE COLLEGE, ACHHALDA,",169171,,,0,15.0,11
9200,9560,Bargur,33,470,0,Government Arts & Science College (W),169172,,,1,12.0,9
9201,42613,,9,510,0,"AVADH LAW COLLEGE, ASAINI, BARABANKI",169175,,,1,8.0,10
9202,7939,NAGAPATTINAM,33,486,0,SKT College of Physical Education,169176,10.755751,79.826814,1,15.0,11
9203,47764,PUDUCHERRY- 607 402.,34,370,2,INDIRA GANDHI INSTITUTE OF DENTAL SCIENCES,169177,,,0,55.0,10
9204,8825,SAKRI,27,320,2,"210026-VVM'S ARTS,SCIENCE & COMMERCE COLLEGE, SAKRI.",169179,21.20001,73.74001,1,15.0,9
9205,40920,Dharamgarh,21,362,0,Dharamgarh Women's College,169180,19.868941,82.77319,1,12.0,9
9206,25382,Machilipatnam,28,21,0,SRI VENKATESWARA DEGREE COLLEGE,169181,,,1,0.0,11
9207,7237,Vadodara-390 003,24,123,1,"Sheth D.M.Polytehnic in Horticulture, Vadodara",169182,22.30001,73.20000999999999,1,1.0,10
9208,14070,KUSHINAGAR,9,508,0,"Bhagwant Pandey Mahavidyalaya, Bodarwar, Kushinagar",169183,26.880001,83.65000999999998,0,12.0,10
9209,32596,BHIWANI,6,167,0,"Vaish College, Bhiwani",169185,34.23543,74.43233999999998,1,50.0,9
9210,421,Sidhpur,24,135,0,Golden  Jubilee Institute of Management & Technology (SFI)-Sidhpur 717 ,169186,23.250001,75.25672,1,8.0,11
9211,25521,HYDERABAD,36,27,0,MESCO College of Pharmacy,169188,17.385044,78.486671,1,59.0,10
9212,33603,Mumbai 400 020,27,318,1,College of Home Science Nirmala Niketan 38 New Marine Lines Mumbai - 400 020,168137,19.075979999999998,72.87765,1,72.0,11
9213,10982,Warananagar,27,325,2,"Yashwantrao Chavan, Warana Mahavidyalaya, Warananagar",169192,,,1,33.0,9
9214,26810,Madurai,33,439,2,"PTR College of Engineering,  Madurai",169193,,,1,49.0,10
9215,16452,Kolkata,19,586,0,"College of Nursing, ID & BG Hospital",169194,23.25671,73.25671,0,16.0,11
9216,18186,MUL,27,658,0,"Pratibha Arts Commerce Science, Mool",169195,19.354870000000002,68.24759,1,6.0,11
9217,13875,"Kalwa, Thane",27,313,4,"Rajiv Gandhi Medical College, Kalwa, Thane",169196,,,1,19.0,11
9218,8812,Jalagaon,27,320,0,"100060-DNCVP'S CHETANA INSTITUTE OF COMPUTER MANAGEMENT & RESEARCH, JALGAON",169197,21.12345,76.12345,0,0.0,11
9219,12258,FATEHPUR,9,505,0,"TRIVEDI GIRLS DEGREE COLLEGE, MAHRAHA, BINDKI,",169198,20.9857003,82.75262999999998,0,12.0,9
9220,1312,Tumkur,29,249,3,"Sri Channabasaveshwara Institute of Technology, GUBBI",169199,13.31511,76.91305,1,120.0,11
9221,48981,,9,505,0,"RAMAKANT SHIKSHAN SANSTHAN,DILWAL",169200,,,0,6.0,11
9222,35596,Navalgund,29,230,1,NTSS Shree Shankar Arts & Commerce College Navalgund.,169202,15.55877,75.35304999999998,1,8.0,11
9223,50916,,32,260,2,"ACE COLLEGE OF ENGINEERING, THIRUVALLAM",169203,8.437938,76.96758099999998,0,17.0,11
9224,41755,"Pune, 411 044",27,323,4,"Dr. D.Y.Patil Pratishthan Kolhapur's Padmashree Dr. D.Y.Patil Institute of Engineering, Management and Research, Address: Sector no 29, PCNTDA, Ravet, Nigdi Pardhikaran, Akurdi, Pune 44  Taluka: Pimpari Chinchwad (corporation Area) District: Pune",169206,18.60001,73.70000999999999,1,203.0,9
9225,47992,Mandideep,23,269,0,RAJA BHOJ GOVERNMENT COLLEGE MANDIDEEP,169274,23.112348,77.506701,1,22.0,11
9226,9964,Belgaum,29,602,2,"DMSM'S COLLEGE OF BBA,  BELGAUM",169208,,,1,4.0,9
9227,34069,Panvel,27,318,2,Government College of Education C/o Government Jr College of Education Panvel  Dist Raigad,169209,18.00001,73.00001,1,17.0,9
9228,25534,Hyderabad,36,27,0,Haindavi Degree College,169212,35.12345,70.54321,1,15.0,10
9229,7234,Anand,24,123,1,"Polytechnic in Food Science and Home Economics , Anand",169213,,,1,1.0,9
9230,51963,Bangalore,29,215,1,SRI SAI RAM DEGREE COLLEGE,169214,,,1,16.0,9
9231,6028,Lunawada,24,136,2,J. N. Patel B. Ed. College,169216,,,0,14.0,9
9232,18207,Chandrapur,27,658,2,"Rajiv Gandhi College of Engineering, Research and Technology",169217,19.9316082,79.30887049999998,1,52.0,11
9233,28230,PALWAL,6,167,3,Delhi College of Technology & Management,169220,28.12345,77.12345,1,243.0,9
9234,39369,Boipariguda,21,350,0,"Saheed Laxman Nayak Degree College, Baipariguda",169222,18.7548208,82.432893,1,2.0,10
9235,1427,Bangalore Urben,29,249,1,"Yellamma Dasappa Institute of Tech., BANGALORE",169223,12.882046,77.54722499999998,1,16.0,9
9236,28394,FARUKH NAGAR,6,167,2,Savera Educational Trust Group of Institutions,169225,28.484384000000002,76.824646,1,17.0,10
9237,38407,Mandawa,8,422,0,"Mandawa College, Jhunjhunun",169226,,,0,32.0,9
9238,27495,WARANGAL,36,19,0,"Sri Gaayathri Degree College, Ramnagar, Hanamkonda",169227,18.00001,79.00005,1,32.0,11
9239,6200,KOLKATA,19,592,0,Techno India Banipur 244,169228,,,1,12.0,10
9240,7233,Anand,24,123,2,"College of Food Processing & Bio Energy , Anand",169229,,,1,2.0,11
9241,21647,Durg,22,93,1,Govt Dr. Vaman Vasudev Patankar Girls,169231,21.19001,81.28001,1,60.0,10
9242,379,Kadi,24,141,2,"S V Institute of Computer Studies(SFI),KADI.",169232,23.29785,72.33100299999998,1,25.0,10
9243,15016,Cuddalore,33,483,0,New Millennium College of Education,169233,11.73922,79.732977,1,15.0,10
9244,20826,CHICKBALLAPUR,29,215,0,"BGS Institute of Management Studies, BGS Campus, Chikkaballapura-562 101,",169234,,,1,15.0,9
9245,47035,Varanasi,9,549,2,"KASHI INSTITUTE OF PHARMACY, VARANASI",169236,25.622242,82.36542,1,17.0,11
9246,1311,MANGALORE,29,249,3,"P A College of Engineering, MANGALORE",169238,,,0,18.0,9
9247,48906,Auraiya,9,505,0,"G.S. MAHAVIDYALAYA,SAHAYAL",169239,,,0,40.0,9
9248,11132,Kolhapur,27,325,0,"Vasantrao Naik Shikshanshastra Mahavidyalaya, Kalaba Road",169275,12.34567,,1,12.0,10
9249,33885,Mumbai,27,318,0,Padmabhushan Vasantdada Patil Pratisthans College of Engineering Eastern Express Highway Near Everard Nagar Sion-Trombay Road  Mumbai 400 022,169240,19.050442999999998,72.878455,1,202.0,9
9250,11902,Budge Budge,19,570,0,Budge Budge College,169242,22.120001000000002,88.250005,0,32.0,10
9251,11088,Kolhapur,27,325,1,"Shri Shahaji Chhatrapati Mahavidyalaya,Dasara Chowk,",169243,16.25145,74.21311999999999,1,15.0,9
9252,10802,Karnal,6,164,1,Arya Kanya Gurukul College of Education,169245,28.700435,78.399451,0,16.0,11
9253,186,Vallabh Vidyanagar,24,135,0,"Institute of Science & Technology for Advanced Studies & Research (ISTAR)(SFI),Vallabh Vidyanagar 511",169250,22.54345,72.92776999999998,0,0.0,9
9254,27849,Jalandhar,3,376,2,Ly. Khalsa College  Jalandhar,169253,,,1,145.0,10
9255,42088,Pune,27,323,2,"Sinhgad Technical Education Societys Sinhgad Institute of Management, Business Administration and Research, Kondhawa Bk., Pune 411048",169254,,,1,17.0,11
9256,46832,KANPUR NAGAR,9,549,2,"KANPUR INSTITUTE OF TECHNOLOGY AND PHARMACY, KANPUR",169255,26.487109999999998,80.34921,1,17.0,11
9257,50616,MUDHOL,29,229,1,"B V V Sanghas Danammadevi Arts, Commerce and Science College for women, Mudhol",169256,16.337107999999997,75.286364,1,20.0,11
9258,26147,Mirzapur,36,27,1,"P.G. College, Mirzapur",169257,,,1,12.0,11
9259,39876,BANSWARA,8,413,0,"SARYODAYA MAHAVIDHYALAYA, NAYAPADARIYA, BAGIDORA",169258,,,0,15.0,9
9260,11097,Kolhapur,27,325,0,"Deccan College of Interiar Design, Cosmos Commercial Complex, 3rd Floor,Station Road, New Shahupuri,",169260,16.42012,74.14123000000001,1,12.0,9
9261,34138,Mumbai,27,318,0,"Bharatiya Vidya Bhavans  M  M College of Arts, N.M.Institute of Science and  Haji Rashid Jaffer College of Commerce Bhavans College Munshi  Nagar Andheri West Mumbai  400 058",169263,,,1,31.0,11
9262,34169,Mumbai,27,318,0,Children Welfare Centre Claras Commerce College  2nd Buddha Lane  Versova  Mumbai   400 061,169264,19.07001,72.88001,0,15.0,10
9263,41816,Pune,27,323,0,"Pragnya Educational Trusts Pragnya College of Management & Computer Studies Village Handewadi, Tal Haveli, Dist Pune 28",169266,,,0,12.0,11
9264,33490,JABALPUR,23,289,0,"B.P. Shukla Arts & Commerce College, Sihora, Jabalpur",169267,23.48001,80.10000999999998,1,12.0,11
9265,14371,basti,9,508,0,"Santram Chaudhary Shrimati Rajkali Devi Educational Academy, Dasia, Basti",169268,,,0,15.0,9
9266,21065,KOLAR,29,215,0,"Govt. First Grade College for Womens, Kolar-563101",169269,13.133301000000001,78.133301,1,11.0,9
9267,28088,BHIWANI,6,167,1,PT. SITA RAM SHASTRI B.Ed TRAINING COLLEGE,169271,,,1,20.0,9
9268,21863,Manpur,22,93,1,"Govt. Lalshyam Shah College, Manpur",169273,,,0,12.0,11
9269,29704,INDORE,23,270,0,"Govt. Nirbhay Singh Patel New Science College,  Holkar  College Campus, Indore",169276,22.720010000000002,75.86001,1,23.0,9
9270,15644,Durg,22,83,2,"Govt.Polytechnic, Durg",169277,,,1,135.0,11
9271,36658,PADAMPUR,8,406,0,"Guru Hargobind Sahib College, C.C. Head",169278,,,0,7.0,11
9272,36858,PADAMPUR,8,406,0,"Guru Hargovind Sahib Shiksha Mahavidhyalaya, 12 B.B.",169283,,,0,18.0,11
9273,12925,Patna,10,69,0,"T.P.s. College,",169289,,,1,12.0,9
9274,46936,LUCKNOW,9,549,0,"S S INSTITUTE OF MANAGEMENT, LUCKNOW",169290,26.593787,80.555272,0,8.0,10
9275,22011,ATMAKUR (A),36,28,0,"Vikas Degree College, (Co-Education), Atmakur",169291,,,1,15.0,11
9276,50203,Jodhpur,8,399,0,"GOVERNMENT COLLEGE, JODHPUR",169292,26.27052,72.97982299999998,1,22.0,10
9277,45415,Chennai,33,481,2,"MADRAS MEDICAL COLLEGE, COLLEGE OF NURSING (Inst. Code - 163), CHENNAI",169293,,,1,17.0,10
9278,28468,FARUKH NAGAR,6,167,2,Savera  College of Architecture,169294,28.483484000000004,76.824646,1,17.0,9
9279,21448,Anantnag,1,196,0,"Govt. Degree College Bijbehara, Kashmir",169296,,,0,14.0,9
9280,11103,KOLHAPUR,27,325,2,"Tatyasaheb Kore College of Pharmacy, WARANANAGAR",169297,16.85989,74.197388,1,17.0,11
9281,45045,Ankleshwar,24,135,0,"SHROFF S R ROTARY INSTITUTE OF CHEMICAL TECHNOLOGY VATARIA, BHARUCH 099 ",169298,21.565063000000002,73.118096,1,225.0,10
9282,27498,Warangal,36,19,0,"Bharathi Degree College, H.No. 11-27-16, Kothawada, Warangal",169299,,,1,15.0,11
9283,10023,VIJAYAPURA,29,602,1,"BLDEAS J S S COLLEGE OF EDU., BIJAPUR",169301,16.809813199999997,75.69993859999998,1,16.0,9
9284,17754,Nyamathi-577 223,29,218,0,"Government First Grade College, Nyamati",169305,,,1,6.0,9
9285,12632,Unnao,9,505,0,"MANOHAR LAL VIDHI MAHAVIDYALAYA, JURAWAN KHERA,",169307,,,1,8.0,11
9286,46998,RAEBARELI,9,549,5,"FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY , RAEBARELI",169308,26.14455,81.14221999999998,0,17.0,10
9287,44561,AKOLA,27,302,2,"COLLEGE OF AGRICULTURE, AKOLA",169312,,,1,17.0,11
9288,45980,,1,196,2,"SEM COLLEGE OF EDUCATION, BUDGAM",169315,,,0,17.0,10
9289,52588,Ahmedabad,24,136,1,KHYATI INSTITUTE OF INTEGRATED LAW,169316,,,1,12.0,9
9290,18618,Nawegaon/Bandh,27,332,0,"Late Roopchandbhai Premchand Pugalia, Arts Commerce Science, Navegaon",169317,,,1,8.0,11
9291,9914,Munavalli,29,602,2,"JSP SANGHAS COLLEGE OF EDU.,  MUNAVALLI",169319,15.849314999999999,75.098821,1,22.0,10
9292,21226,BANGALORE,29,215,0,"Dr. Ambedkar Institute of Management, HAL, IInd Stage, Indiranagar, Bangalore-38",169320,12.9721419,77.6383869,1,12.0,11
9293,51954,SEDAM,29,219,0,"C573 SURABHI DEGREE COLLEGE OF ARTS AND COMMERCE, SEDAM",169321,,,0,11.0,11
9294,48250,CHENNAI,33,439,2,MISRIMAL NAVAJEE MUNOTH JAIN SCHOOL OF ARCHITECTURE,169322,12.916666000000001,80.233333,1,17.0,10
9295,52787,kanpur dehat,9,505,0,"MUNNI DEVI MAHAVIDYALYA, BELA ROAD,RASOOLABAD",169323,26.680001,79.780001,0,23.0,9
9296,9952,HUKKERI,29,602,1,"MES'S S S N ARTS & COMM COLLEGE, HUKKERI",169326,15.85036,74.50466899999999,1,12.0,11
9297,44044,,19,576,0,Dr. B.R. Ambedkar College,169327,23.80576649,88.56456696,0,12.0,9
9298,26793,Pottapalayam,33,439,2,"Madurai Institute of Engineering and Technology, Sivagangai",169328,35.20001,78.10170999999998,1,17.0,11
9299,45677,CHERANMAHADEVI,33,481,1,"SRI BALAJI COLLEGE OF NURSING (Inst. Code - 386), TIRUNELVELI",169329,8.6544212,77.56847349999998,1,16.0,10
9300,22450,SIRSA,6,160,1,"DMA National College of Education, SES Parisar,B-Block, Sirsa",169330,29.531944,75.01791,0,16.0,10
9301,25246,BHARATPUR,8,419,0,"Govt. Engineering College,Bharatpur",169331,27.216981,77.48951599999998,0,12.0,10
9302,11001,karad,27,325,1,"Mahila Mahavidyalaya, Mangalwar Peth, KARAD",169332,,,0,12.0,10
9303,40434,BANGALORE,29,240,2,Goutham College of Nursing,169335,,,1,17.0,11
9304,20682,Devanahalli Town,29,215,0,"Nalanda College of Education, P.B. No.10, D.S. Road, Devanahalli-562 110.",169336,13.243513,77.709209,0,12.0,9
9305,11082,Sangli,27,325,1,"Bharati Vidyapeeth Dr. Patangrao Kadam College, Sangliwadi,",169337,,,1,48.0,9
9306,43978,CHENNAI,33,462,0,SHRI KRISHNASWAMY COLLEGE FOR WOMEN,169340,13.08355,80.21183,1,22.0,10
9307,11028,sangli,27,325,0,"Special Education (Hearing Empered) Adhayapak Maha., Near Govt, Doodh Dairy, Miraj",169341,,,0,0.0,10
9308,18219,DHANORA,27,658,0,"Sant Sunderlal Maharaj Arts College, Chatgaon",169343,,,1,2.0,9
9309,18883,Katol,27,332,0,"Shinde Women's Teachers College, Katol",169344,21.279535,78.581506,1,12.0,10
9310,29817,Burhanpur,23,270,2,"Shri Gurugovindsingh College of Dental Science & Research, Burhanpur",169345,,,1,14.0,9
9311,17779,Chikmagalur,29,232,0,"St. Josepher First Grade College, Chikmagalur.",169346,,,1,6.0,11
9312,52928,,6,164,0,"Govt College For Woman Madlauda, Panipat,",169347,,,1,0.0,11
9313,19165,CHHINDWARA,23,271,0,"Danielson Degree College, Chhindwara",169349,21.28001,79.29000999999998,0,15.0,10
9314,6103,Ahmedabad,24,136,0,L. J. Institute of Business Administration,169350,23.25672,68.25672,0,6.0,10
9315,34703,Bhander,23,276,0,NAS MEMORIAL COLLEGE BHADER,169351,25.726278,78.750563,0,15.0,11
9316,52853,PRATAPGARH,9,510,0,"Ram Kripal Singh Mahavidyalaya, Sarai Bhikhari Kilai",169353,,,0,11.0,10
9317,16534,Chennai,33,439,2,Vel Tech,169355,13.188324,80.101973,1,176.0,10
9318,44695,Bankura,19,569,0,Bankura College of Education,169356,23.14001,87.04000999999998,1,12.0,11
9319,8666,Gulbarga-585102,29,229,0,Govt Womens First Grade College Jewargi Colony Kalaburagi,169357,23.333332000000002,75.23332999999998,1,19.0,10
9320,49282,GREATER NOIDA,9,549,2,"GREATER NOIDA COLLEGE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",169358,28.04962,77.56300999999999,1,17.0,11
9321,16248,akola,27,310,0,"Gurukrupa Mahavidyalaya, Akola",169359,,,1,12.0,11
9322,275,JUNAGADH,24,135,2,"Dr. Subhahsh Pethaljibhai Chavda Ahir Kelvani Mandal`s Group of Institutions-Engg, Junagadh 083",169360,21.320429999999998,70.27024,1,261.0,11
9323,26594,KOTA,8,397,0,Vittalnath Sadasiva Patak Sanskrit PG college,169362,25.169511399999998,75.8539898,1,15.0,9
9324,52684,,27,323,2,"SWGPs Loknete Shri Dadapatil Pharate College of Pharmacy, Mandavgan Pharata, Tal. Shirur",169363,,,1,26.0,11
9325,28302,Hodal,6,167,0,Sri Nagar School of Management & Technology,169364,28.000009999999996,77.00001,0,15.0,11
9326,12309,AURAIYA,9,505,0,"PRAKASH CHANDRA MAHAVIDYALAYA, KAKOR BUJURG,",169365,,,0,36.0,9
9327,47904,TA - VASAD - 388306,24,136,0,"COLLEGE OF ARCHITECTURE, SVIT, VASAD",169366,22.52757,73.36471999999999,1,15.0,10
9328,47358,KATNI,23,289,0,"NALANDA KALA VADIJYA COLLEGE, KATNI",169367,23.836001,80.39500100000001,1,12.0,11
9329,50471,Panipat,6,164,4,"ASIA PACIFIC INSTITUTE OF INFORMATION TECHNOLOGY (APIIT) SD INDIA, PANIPAT",169369,29.436609999999998,76.95851,0,19.0,9
9330,42139,SAIKHEDA,27,323,0,"N.D.M.V.P.Samajs College of Arts,Science  & Commerce College,Saikheda,Dist. Nashik",169370,20.0142305,74.0079781,1,12.0,10
9331,39396,Gudari,21,350,0,"Science College, Gudari",169371,19.41565,83.20485999999998,1,7.0,9
9332,18817,NAGPUR,27,332,2,"G.H. Raisoni College of Engineering ,Nagpur",169372,21.90001,79.60000999999998,1,49.0,10
9333,50727,BARIPADA,21,364,0,"GOVERNMENT SANSKRIT COLLEGE, BARIPADA",169374,,,1,2.0,10
9334,28899,GHAZIABAD,9,506,2,"BHAGWATI INSTITUTE  OF TECHNOLOGY & SCIENCE MASOORI NAHAR, MASOORI, GHAZIABAD",169375,,,1,17.0,11
9335,45022,GULBARGA,29,219,0,C507 MANYAWAR DADASAHEB KANSIRAM MEMORIAL ARTS DEGREE COLLEGE,169376,,,0,8.0,10
9336,45023,Gulbarga,29,219,0,C508 SRI MAHANTESHWAR DEGREE COLLEGE OF ARTS,169377,,,0,6.0,9
9337,47802,kirnapur,23,289,0,"GOVERNMENT UG COLLEGE, KIRNAPUR",169378,,,0,0.0,11
9338,48784,Barasat,19,590,0,ADARSHA COLLEGE OF EDUCATION,169379,22.130001,88.50001,0,12.0,11
9339,37051,ERODE,33,439,2,JKK Munirajah College of Technology,169380,11.46001,77.26001,1,172.0,9
9340,44826,BANGALORE,29,240,2,Gouthami College of Nursing,169382,,,1,17.0,11
9341,21702,Nawagarh,22,93,0,Govt. Koduram Dalit College Nawagarh,169390,22.256202,,1,11.0,11
9342,36743,SRI DUNGARGARH,8,406,0,Shri Dungargarh Mahavidyalaya,169391,,,0,11.0,9
9343,8876,JALGAON,27,320,0,"100008-SES'S COLLEGE OF PHYSICAL EDUCATION, JALGAON.",169392,21.01001231,75.55135260999998,1,15.0,11
9344,45700,Salem,33,481,2,"SHRI BHARANI COLLEGE OF NURSING (Inst. Code - 334), SALEM",169393,11.671443,78.08148299999999,1,17.0,11
9345,42689,Kaliyaganj,19,571,2,Kaliyaganj College,169395,25.380010000000002,88.19001,1,50.0,11
9346,18845,CHANDRAPUR,27,658,0,"Dyanda Education College, Babupeth",169396,,,1,11.0,11
9347,7521,Ahmedpur,27,328,0,Maharashtra College of I.T. Ahemadpur,168229,,,1,11.0,11
9348,53125,,8,413,0,Sarvodaya mahila College,169397,,,0,15.0,9
9349,21712,Raipur,22,93,1,Pt. Ram Sakha Uppadhayay College Gudiyadi,169398,12.350000999999999,70.00001,1,24.0,11
